timestamp,open,high,low,close,volume
1577916000000,1.32463,1.32535,1.32457,1.32512,7274950047.493
1577917800000,1.32511,1.32548,1.32458,1.32467,2916549989.7003
1577919600000,1.32469,1.32608,1.32469,1.32536,1526409972.3101
1577921400000,1.32537,1.3255,1.32486,1.32497,1355430002.2125
1578009600000,1.31466,1.31498,1.31396,1.31485,2098980001.4496
1578011400000,1.31485,1.31566,1.31483,1.3155,2620229984.2834
1578013200000,1.3155,1.316,1.31493,1.31509,1542410002.7084
1578015000000,1.31512,1.31515,1.31342,1.31372,3171230026.2451
1578016800000,1.31374,1.31419,1.3136,1.31396,3385930000.3052
1578018600000,1.31396,1.31432,1.31228,1.31273,4066319969.1772
1578020400000,1.31273,1.3134,1.31264,1.31295,3726589988.7085
1578022200000,1.31295,1.31379,1.31289,1.31359,2711010012.6266
1578024000000,1.31358,1.31369,1.31325,1.31364,2124609992.981
1578025800000,1.31367,1.31372,1.31241,1.31257,2453559997.5586
1578027600000,1.31256,1.31289,1.31155,1.31173,2791619970.3217
1578029400000,1.31172,1.31259,1.31168,1.31207,2834029983.5205
1578031200000,1.31207,1.31209,1.3105,1.31117,3746160007.4768
1578033000000,1.31118,1.31236,1.31099,1.31232,1736440000.5341
1578034800000,1.31232,1.31232,1.31012,1.31067,5277699974.0601
1578036600000,1.31068,1.31098,1.30825,1.3091,6526359977.7222
1578038400000,1.3091,1.31175,1.30862,1.31174,6567349994.6594
1578040200000,1.31171,1.31173,1.30956,1.30974,6185840103.1494
1578042000000,1.30973,1.31007,1.30821,1.30842,7315009979.248
1578043800000,1.30843,1.30879,1.30663,1.30675,6541379943.8477
1578045600000,1.30675,1.30874,1.30675,1.30872,5330230010.9863
1578047400000,1.30872,1.30879,1.30704,1.30783,4495610008.2397
1578049200000,1.30783,1.30785,1.3067,1.30746,3917150024.4141
1578051000000,1.30745,1.30745,1.30531,1.30586,4662159988.4033
1578052800000,1.30586,1.30668,1.30539,1.30639,3963019947.052
1578054600000,1.30641,1.30821,1.30633,1.30799,4773090003.9673
1578056400000,1.30801,1.31093,1.30797,1.3092,4828349975.5859
1578058200000,1.30921,1.30946,1.30718,1.30719,3779919978.1418
1578060000000,1.3072,1.30896,1.30684,1.30715,4371949996.9482
1578061800000,1.30716,1.30855,1.30672,1.30692,4780460033.4167
1578063600000,1.30708,1.3094,1.3069,1.30897,5347820003.5095
1578065400000,1.30898,1.30931,1.30701,1.30713,5572229972.8394
1578067200000,1.30712,1.30952,1.30692,1.3095,5682529953.0029
1578069000000,1.3095,1.30987,1.30894,1.30894,4751990005.4932
1578070800000,1.30894,1.30934,1.30801,1.30873,4236280033.1116
1578072600000,1.30873,1.30903,1.30802,1.30879,3045950025.5585
1578074400000,1.30878,1.30896,1.30769,1.30771,3652180015.564
1578076200000,1.30769,1.30841,1.30725,1.30841,3788040021.8964
1578078000000,1.30841,1.30846,1.30744,1.30785,5897940032.959
1578079800000,1.30784,1.30798,1.30748,1.30784,3566140006.0654
1578081600000,1.3079,1.3079,1.30725,1.30726,1299550008.7738
1578083400000,1.30726,1.30759,1.30716,1.30732,927919995.3079
1578085200000,1.30731,1.30749,1.30705,1.30748,879370005.6076
1578087000000,1.30747,1.30804,1.30728,1.30787,1372559998.2738
1579564800000,1.30037,1.30041,1.29993,1.30013,1229629997.2534
1579566600000,1.30013,1.30019,1.29977,1.29977,1155079993.248
1579568400000,1.29979,1.30008,1.29952,1.29964,2089010009.7656
1579570200000,1.29964,1.30008,1.29957,1.30003,2795300022.1252
1579572000000,1.30003,1.30031,1.29984,1.30021,2010560001.3733
1579573800000,1.30022,1.30058,1.29983,1.30047,1376220010.7574
1579575600000,1.30046,1.30122,1.30038,1.30043,1935040002.8229
1579577400000,1.30043,1.30137,1.30036,1.3013,1646880001.0681
1579579200000,1.3013,1.30135,1.30081,1.30112,1498469982.1472
1579581000000,1.30112,1.30137,1.30107,1.30135,620700001.7166
1579582800000,1.30135,1.30211,1.30133,1.30163,981629998.4455
1579584600000,1.30162,1.30203,1.30122,1.30122,1507220003.3665
1579586400000,1.30122,1.30156,1.3008,1.30089,1433989995.4796
1579588200000,1.3009,1.30125,1.30047,1.30051,1892569986.3434
1579590000000,1.30051,1.30095,1.30013,1.30085,2414150006.2943
1579591800000,1.30085,1.30087,1.30011,1.30064,3291780006.4087
1579593600000,1.30064,1.30112,1.29953,1.30063,4797199996.9482
1579595400000,1.30063,1.30214,1.30039,1.30124,4562720031.7383
1579597200000,1.30124,1.30163,1.30076,1.30108,3459069995.8801
1579599000000,1.30107,1.3045,1.30101,1.30397,7192450065.6128
1579600800000,1.30397,1.30504,1.30379,1.3046,5113730003.3569
1579602600000,1.3046,1.30494,1.30348,1.30372,3802880004.8828
1579604400000,1.30372,1.3058,1.30372,1.3056,4483669994.3542
1579606200000,1.30567,1.30627,1.30519,1.3058,3548590023.0408
1579608000000,1.30582,1.30638,1.30533,1.30543,3022570014.9536
1579609800000,1.30542,1.30599,1.30459,1.30488,3496460012.4359
1579611600000,1.30488,1.30831,1.30483,1.30708,8093369956.9702
1579613400000,1.30712,1.30749,1.3069,1.30731,4761519981.3843
1579615200000,1.30731,1.30733,1.30602,1.30616,5312730026.2451
1579617000000,1.30614,1.3063,1.30516,1.30608,3805739959.7168
1579618800000,1.30608,1.30615,1.30478,1.30553,5468880035.4004
1579620600000,1.30555,1.30631,1.30469,1.30575,5424279998.7793
1579622400000,1.30574,1.30633,1.30486,1.30492,4507999992.3706
1579624200000,1.30492,1.30557,1.3039,1.30456,3135939973.8312
1579626000000,1.30459,1.30488,1.30413,1.30459,2307940002.4414
1579627800000,1.30459,1.30474,1.30417,1.30454,1687640003.2043
1579629600000,1.30454,1.30605,1.30453,1.30551,2593260013.5803
1579631400000,1.30548,1.30599,1.30537,1.30546,2660700008.3923
1579633200000,1.30546,1.30557,1.30511,1.30533,2731160020.8282
1579635000000,1.30534,1.30542,1.30482,1.30496,2192540019.989
1579636800000,1.30496,1.30504,1.30443,1.30475,2576090002.0599
1579638600000,1.30475,1.30482,1.30423,1.30432,1741209980.011
1579640400000,1.3043,1.3044,1.30406,1.3043,624649998.6649
1579642200000,1.30428,1.30516,1.30384,1.30473,1508439998.8651
1579644000000,1.30474,1.30474,1.30414,1.30431,200680001.6165
1579645800000,1.30427,1.30476,1.30394,1.30451,1865549996.8529
1579647600000,1.30454,1.30467,1.30443,1.30463,1910869992.4946
1579649400000,1.3046,1.30466,1.30447,1.30451,1148350004.1962
1580428800000,1.30846,1.30919,1.30835,1.30911,758520001.6499
1580430600000,1.30912,1.31015,1.3091,1.3101,1321010010.7193
1580432400000,1.3101,1.3105,1.30996,1.31,1771700003.624
1580434200000,1.30999,1.31009,1.30942,1.30965,1385100007.534
1580436000000,1.30966,1.31034,1.30961,1.3099,1539170003.891
1580437800000,1.3099,1.3102,1.30961,1.30961,1258350009.9182
1580439600000,1.30961,1.30992,1.30945,1.3095,1265880002.0218
1580441400000,1.3095,1.30976,1.30929,1.30939,1063930008.8882
1580443200000,1.30939,1.30971,1.3093,1.30953,888309999.9428
1580445000000,1.30953,1.30989,1.30953,1.3098,865129997.2534
1580446800000,1.3098,1.30993,1.30967,1.30978,785579998.97
1580448600000,1.30981,1.30984,1.30944,1.30966,1141110000.6104
1580450400000,1.30965,1.30992,1.30941,1.30971,977729997.3965
1580452200000,1.30972,1.31035,1.30954,1.31007,1053810001.3733
1580454000000,1.31007,1.31195,1.30976,1.31176,3640180007.9346
1580455800000,1.31176,1.31282,1.31161,1.3128,3333569984.436
1580457600000,1.31278,1.31405,1.31222,1.31399,4026129997.2534
1580459400000,1.314,1.31409,1.31349,1.31392,3443050003.0518
1580461200000,1.31391,1.314,1.31258,1.3126,3231149997.7112
1580463000000,1.3126,1.31278,1.3107,1.31176,6011600040.4358
1580464800000,1.31176,1.31197,1.3113,1.31162,3609840011.5967
1580466600000,1.31162,1.31171,1.30999,1.31025,4112589942.9321
1580468400000,1.31023,1.31155,1.31003,1.31142,2977939994.812
1580470200000,1.31142,1.31276,1.3112,1.31262,4018220016.4795
1580472000000,1.31262,1.31272,1.31201,1.31252,3976429985.0464
1580473800000,1.3125,1.31301,1.3121,1.31217,4941290039.0625
1580475600000,1.31216,1.31365,1.31203,1.31319,4829499984.7412
1580477400000,1.31319,1.31448,1.31315,1.31441,4543320022.583
1580479200000,1.31446,1.31569,1.31415,1.31495,5630220016.4795
1580481000000,1.31495,1.3153,1.31436,1.31476,6237319992.0654
1580482800000,1.31478,1.31571,1.31386,1.31492,6199419998.1689
1580484600000,1.31492,1.31834,1.31458,1.31823,8677470001.2207
1580486400000,1.31819,1.31952,1.31768,1.31898,8871729927.063
1580488200000,1.31899,1.31943,1.31826,1.31937,6601350078.5828
