asset,group,driver,lookback,horizon,tradeable,n,ic,nw_t,p_null,hit,ic_h1,ic_h2,stable,qspread_bp
SPX,index_us,y30,1,1,1,5028,0.005458031788347502,-0.0287764122763941,,0.45743834526650756,-0.004527509232251176,0.01565636062810553,0,-6.246289046405018
SPX,index_us,y30,1,5,1,5024,-0.017949754708321036,-0.9207067295884697,,0.4538216560509554,-0.008558284628694082,-0.02927290353129552,0,17.39151178232909
SPX,index_us,y30,1,21,1,5008,-0.016882285013934333,-0.7293908676401458,,0.45507188498402557,-0.017396462369379195,-0.01833509415834038,0,18.231771078440996
SPX,index_us,y30,5,0,0,5026,0.22562321227868903,6.941211821751894,0.0,0.41066454436927974,0.432336581027719,-0.00524673032009269,0,
SPX,index_us,y30,5,1,1,5024,-0.020667648577272192,-0.8610462444684425,,0.48686305732484075,-0.007311591030951522,-0.03807654207406722,0,7.365972299563354
SPX,index_us,y30,5,5,1,5020,-0.05212805024904916,-1.1857327038407397,0.0255,0.4860557768924303,-0.042238496990654475,-0.06859928957009667,1,36.37837896418744
SPX,index_us,y30,5,21,1,5004,-0.04209014267949077,-1.143862779862688,0.131,0.49300559552358114,-0.06333666297907613,-0.02496656562204101,1,40.946374582430884
SPX,index_us,y30,21,0,0,5010,0.16582291808647132,2.6949876415307545,0.0025,0.43892215568862275,0.4060547254739428,-0.09458597624099035,0,
SPX,index_us,y30,21,1,1,5008,-0.01996326627315355,-0.6271228395528573,,0.49440894568690097,-0.027169017912636366,-0.014940114531305665,0,5.134832407094966
SPX,index_us,y30,21,5,1,5004,-0.05681247673000395,-1.1502638125274594,0.0325,0.4986011191047162,-0.07940080829095458,-0.03826556323954648,1,36.59137137793363
SPX,index_us,y30,21,21,1,4988,-0.04960332797953553,-0.4794131624488507,0.3175,0.51242983159583,-0.10807306783283104,0.004969731527690815,0,17.168765786742814
SPX,index_us,slope,1,0,0,5030,0.1126829489661521,3.464811626951998,0.0,0.40636182902584495,0.19993644033192187,0.011993808407209375,0,
SPX,index_us,slope,1,1,1,5028,0.009680277367919536,0.8103051499748193,,0.4514717581543357,-0.00041074887037147845,0.02216771700188671,0,-5.283062417712663
SPX,index_us,slope,1,5,1,5024,-0.0027795283783775626,-1.0464424557827923,,0.4518312101910828,-0.0018000578935051898,-0.004021622389972148,0,8.303337334320636
SPX,index_us,slope,1,21,1,5008,0.00018307630394751072,-0.8724236751121157,,0.4504792332268371,-0.005758136734889267,0.005801338527147381,0,7.71467040766514
SPX,index_us,slope,5,0,0,5026,0.08563560020921857,1.654644157157328,0.0005,0.4588141663350577,0.2019539200768453,-0.046195934527496645,0,
