asset,group,driver,lookback,horizon,tradeable,base_rate,hit_raw,chance_agree,p_up_yields_fell,p_up_yields_rose,spread,p_null,spread_h1,spread_h2,n,stable
NDX,index_us,y10,21,1,1,0.5565095846645367,0.4894169329073482,0.49902958780328466,0.555465258025193,0.5571428571428572,-0.0016775991176641858,0.9055,-0.003218026303983601,0.002599372690089141,5008,0
NDX,index_us,y10,21,5,1,0.596722621902478,0.49620303756994405,0.4984150169872096,0.6017878911011784,0.5903515944399019,0.011436296661276435,0.636,-0.001746096270746178,0.027551606371082338,5004,0
NDX,index_us,y10,21,21,1,0.6641940657578188,0.5070168404170008,0.49782742414995673,0.678992279561154,0.6469135802469136,0.032078699314240455,0.397,0.07032580438232217,0.0004983244010823284,4988,0
NDX,index_us,y30,1,0,0,0.5568588469184891,0.3956262425447316,0.49588536376176345,0.49035576510930134,0.62533215234721,-0.1349763872379086,0.0,-0.2504733051375019,-0.018173516819852464,5030,0
NDX,index_us,y30,1,1,1,0.5568814638027049,0.45664280031821797,0.49590471561325,0.5563651950278611,0.5573770491803278,-0.0010118541524667402,0.9535,-0.00410981870579219,0.002690482818536899,5028,0
NDX,index_us,y30,1,5,1,0.5973328025477707,0.4570063694267516,0.4929867686062315,0.5954525954525954,0.5968957871396896,-0.0014431916870941697,0.917,-0.012974299539128653,0.010894930306461603,5024,0
NDX,index_us,y30,1,21,1,0.665535143769968,0.44988019169329074,0.48796829226592087,0.6554694229112834,0.6749666518452646,-0.019497228933981203,0.133,-0.0131374072550543,-0.02476689976689983,5008,0
NDX,index_us,y30,5,0,0,0.5974930362116991,0.43294866693195383,0.4980602261000458,0.5424279334145351,0.645297342893294,-0.10286940947875889,0.0,-0.23592681795742515,0.03240378015212131,5026,0
NDX,index_us,y30,5,1,1,0.5565286624203821,0.4864649681528662,0.4988748275792121,0.5605199025182778,0.5506329113924051,0.009886991125872657,0.4625,-0.0171098896836408,0.03887433601299006,5024,0
NDX,index_us,y30,5,5,1,0.597211155378486,0.4749003984063745,0.4981022523452009,0.5912230800487607,0.6070975918884665,-0.015874511839705785,0.4435,-0.04065512803734239,0.01034908168407156,5020,0
