magnet_mean_dist_change_pp,control_mean_dist_change_pp,wilcoxon_p_dist_change_magnet_vs_control,magnet_mean_rel_shrink,control_mean_rel_shrink,wilcoxon_p_rel_shrink_magnet_vs_control
0.03006311859199598,0.19710790774722384,0.16810036718585442,0.8067737713072347,0.16279836081624863,0.4144205105364247
