date,side,level,touch_ts,touch_close,fwd_ret_15m,outcome_15m,fwd_ret_60m,outcome_60m,fwd_ret_240m,outcome_240m,outcome_1440m,fwd_ret_1440m
2020-09-10,call,0.73,2020-09-10 12:36:00,0.72934,0.000411330792223108,reject,0.001645323168892432,break,-0.0019469657498559778,reject,,
2020-09-10,call,0.73,2020-09-10 12:53:00,0.72973,-1.3703698628186878e-05,reject,0.003590369040604058,break,-0.0030833321913583678,reject,,
2020-09-10,call,0.73,2020-09-10 13:09:00,0.72981,0.0015757525931408,break,0.002178649237472907,break,-0.0018497965223824853,reject,,
2020-09-10,call,0.73,2020-09-10 14:51:00,0.72988,-0.0007946511755357877,reject,-0.0014522935277031523,reject,-0.004548692935825049,reject,,
2020-09-11,call,0.73,2020-09-11 08:42:00,0.72977,-0.0007125532702084714,reject,-0.0002055442125601381,reject,-0.0016580566479850178,reject,,
2020-09-11,call,0.73,2020-09-11 09:06:00,0.72976,-0.0006577504933127365,reject,-0.0002055470291602024,reject,-0.0008495943871956735,reject,,
2020-09-11,call,0.73,2020-09-11 09:46:00,0.72985,-0.0005069534835925316,reject,0.0003836404740700239,break,-0.0005343563745975333,reject,,
2020-09-11,call,0.73,2020-09-11 10:22:00,0.72982,0.0006302924008660948,break,0.0005480803485791164,break,-0.0004658682962922489,reject,,
2020-09-14,call,0.73,2020-09-14 14:19:00,0.72978,-0.00035627175313113213,reject,0.00010962207788645095,reject,-0.0009591931815068344,reject,,
2020-09-14,call,0.73,2020-09-14 15:06:00,0.72984,0.00010961306587731201,reject,0.00010961306587731201,reject,-0.0008220979940809503,reject,,
2020-09-15,call,0.73,2020-09-15 01:42:00,0.7299,0.0007261268666940435,break,0.0012741471434443152,break,0.004493766269352051,break,,
2020-09-15,call,0.73,2020-09-15 15:41:00,0.72979,0.0,reject,0.0005892105948286375,break,0.0005069951629921299,break,,
2020-09-15,call,0.73,2020-09-15 15:52:00,0.72974,0.00010962808671588498,reject,0.0008222106503685822,break,0.0004933263902211493,break,,
2020-09-15,call,0.73,2020-09-15 16:01:00,0.72988,-0.00015070970570496556,reject,0.0005617361758096795,break,0.00024661588206287277,break,,
2020-09-16,call,0.73,2020-09-16 00:02:00,0.72985,-0.000931698294170058,reject,-0.000835788175652552,reject,0.002891005001027791,break,,
2020-09-16,call,0.73,2020-09-16 00:32:00,0.72994,-0.00034249390360863163,reject,0.0007397868317944312,break,0.0024385565936926312,break,,
2020-09-16,call,0.73,2020-09-16 01:21:00,0.7297,0.0010826367000136283,break,0.002192681924078288,break,0.001863779635466578,break,,
2020-09-16,call,0.73,2020-09-16 17:38:00,0.72969,0.001329331633981523,break,0.0042072660993024424,break,0.0013567405336514238,break,,
2020-09-16,call,0.73,2020-09-16 18:58:00,0.72988,-0.0009042582342302374,reject,-0.0014248917630294011,reject,,,,
2020-09-16,call,0.73,2020-09-16 20:13:00,0.72974,5.4814043357831466e-05,reject,0.0009318387370842451,break,,,,
2020-09-17,call,0.73,2020-09-17 01:30:00,0.7301,-0.0013696753869333333,reject,-0.003136556636077259,reject,-0.004081632653061162,reject,,
