n_expiry_cycles_tested,magnet_mean_init_dist_pct,control_mean_init_dist_pct,magnet_mean_final_dist_pct,control_mean_final_dist_pct,magnet_pct_crossed,control_pct_crossed,wilcoxon_p_final_dist_magnet_vs_control
84,2.602762842032452,3.1431305337044404,2.632825960624448,3.3402384414516644,30.952380952380953,13.095238095238097,0.0001996537588678778
