surface,call_wall_pct_days_unchanged,put_wall_pct_days_unchanged,call_wall_mean_run_length_days,put_wall_mean_run_length_days,call_wall_migration_leads_return_spearman,call_wall_migration_leads_return_p,call_return_leads_wall_migration_spearman,call_return_leads_wall_migration_p,put_wall_migration_leads_return_spearman,put_wall_migration_leads_return_p,put_return_leads_wall_migration_spearman,put_return_leads_wall_migration_p
near,0.8852785145888594,0.8720159151193634,8.716763005780347,7.813471502590674,-0.030054380730646257,0.24376742893941641,0.01154357324336324,0.6543222868511914,-0.0032444330010539466,0.8998877102289865,0.014911239683299207,0.5629889525908292
all,0.9442970822281167,0.9005305039787799,17.952380952380953,10.053333333333333,0.03778637937103384,0.14273275288572018,0.01865805757246679,0.4692071919097203,-0.0021317368040941376,0.9341233436466253,-0.044521569530358004,0.0840322888167453
