surface,regime,n_days,mean_abs_fwd_ret_1d_pct,std_fwd_ret_1d_pct,mean_fwd_range_pct,ret_autocorr_lag1,mannwhitney_p_abs_fwd_ret_above_vs_below
near,below_flip,257,0.29596383783456254,0.4407963666638554,0.5720691669380222,-0.06577532004787605,0.9265489430386792
near,above_flip,772,0.28910711245807774,0.40808614397539433,0.5738688060123533,-0.029558304139731043,0.9265489430386792
