date,wall_type,level,outcome,fwd_ret_1d,fwd_ret_3d,fwd_ret_5d
2021-04-14,call,1.2,reject,-0.0011599475937346115,0.004948553403486766,0.0045062712274581695
2021-04-15,call,1.2,reject,0.0010693936203989285,0.0052717763630592,0.0037679415843734354
2021-04-16,call,1.2,reject,0.005040810535627882,0.004598487756839242,0.009564186877201175
2021-04-19,call,1.2,break,-0.0008386893195823086,-0.002333383156461366,0.0030558185109526015
2021-05-11,call,1.22,reject,-0.005467630638494092,0.00012351575237556922,0.006447522274007245
2021-05-18,call,1.22,break,-0.004254448762528229,-0.003338105952137571,0.0020044998977295503
2021-05-20,call,1.22,break,-0.003558223996335541,0.001783201910807053,-0.002650263390374108
2021-05-24,call,1.22,break,0.002668980875032645,-0.0017684045061567844,0.00026198585276393516
2021-05-27,call,1.22,reject,-5.741093104127959e-05,0.001377862344990488,-0.0021324060101042264
2021-05-28,call,1.22,reject,0.0020915182782292874,-0.005093462159923123,-0.00010662642202730055
2021-06-01,call,1.22,break,-0.0006547930853849637,-0.004157936092194836,-0.0036995809324252837
2021-06-04,call,1.22,reject,0.001972581122398731,0.0009698523851793261,-0.0047506328697767275
2021-06-16,put,1.205,break,-0.0068360677604375475,-0.006936107776443823,-0.0054521808723488885
2021-09-29,put,1.16,reject,-0.0023962212108674663,0.0012584471107432993,-0.003999448351951429
2021-10-29,put,1.16,break,0.003260709744938195,0.00462726714467343,0.0005362440429339532
2021-11-04,put,1.16,break,0.001099053256486071,0.003357737508004721,-0.00932031777350839
2021-11-11,put,1.145,break,-0.0003843566830018519,-0.011312316011076518,-0.006970832568987784
2021-11-15,put,1.14,break,-0.004293129233746806,7.917656373712667e-05,-0.01099674496349079
2022-02-04,call,1.15,reject,-0.0009081700373746449,-0.0026721156868909635,-0.009116629990569058
2022-02-10,call,1.15,reject,-0.005643380419923627,-0.004924813347821466,-0.004188720249570621
2022-02-15,put,1.13,reject,0.0015323106187365987,-0.0027916233686174907,-0.004385578667418177
2022-03-31,call,1.12,reject,-0.0021313103946536405,-0.015081730335049115,-0.018829585478190247
2022-12-12,put,1.05,reject,0.0078832781535485,0.00924933357365787,0.006744898636790397
2023-01-05,put,1.05,reject,0.01174815603376178,0.020682837807010968,0.03223138924796598
2023-01-06,put,1.05,reject,0.008295441734620823,0.011386268836195423,0.017661869151854415
2023-01-13,put,1.08,reject,-0.003969572763191875,0.00012001033935238326,0.0036003101805694993
2023-01-17,put,1.08,break,0.0007692735462583311,0.00612638330212989,0.009314697758911361
2023-01-20,put,1.08,reject,0.0014646953157384512,0.006006171986550735,0.0011422781078715971
2023-02-01,call,1.1,break,-0.009833922036884157,-0.025760698816842065,-0.02700469449463816
2023-02-06,put,1.075,break,0.00011184431271660245,0.0009320359393056865,0.00018640718786122612
2023-04-12,call,1.1,reject,0.0049922706192597754,-0.006592707101936823,-0.0041011184868599004
2023-04-13,call,1.1,break,-0.0052027253232475035,-0.006958079606221523,-0.007609551298871531
2023-04-17,call,1.1,reject,0.004622637191633583,0.003963568126687855,0.012147009016431065
2023-04-19,call,1.1,reject,0.001451802883517983,0.009614770039901632,0.008537331421945016
2023-04-20,call,1.1,reject,0.0019602837396741624,0.0009299950764967146,0.005817028027498505
2023-04-21,call,1.1,reject,0.006178737499203946,0.005104965739401113,0.002520633707333353
2023-04-24,call,1.1,break,-0.007162753680859502,-0.0023152335130052215,-0.007994790724595746
2023-04-26,call,1.1,break,-0.0012493888858712277,-0.006935013670849366,0.0021094754377386504
2023-05-02,call,1.1,break,0.005249343832021136,0.0007174708697745835,-0.0042049242114631236
2023-05-09,call,1.1,reject,0.0016598872735895664,-0.010470058187257103,-0.00904729766703749
2023-05-10,call,1.1,reject,-0.0064100229449683965,-0.009942819681683979,-0.013175146592854237
2023-05-11,call,1.1,reject,-0.005736593233385823,-0.0043070268685164725,-0.012572852901286513
2023-05-18,put,1.075,reject,0.0028769767614520436,-0.0005382730714975636,-0.004807335362684628
2023-05-19,put,1.075,reject,0.0004164276063742811,-0.004682497085006565,-0.007495696914734173
2023-05-23,put,1.075,reject,-0.001281408435010234,-0.004104221219380921,-0.00705703196092633
2023-05-24,put,1.075,reject,-0.0029937892818624467,-0.0022128007735505717,0.000446279147606754
2023-05-25,put,1.075,break,0.00016785720946699278,-0.0027976201577858406,-0.001454762482048566
2023-06-02,put,1.075,break,0.00033620351519436653,-7.47118922654888e-05,0.003903696370869625
2023-06-09,put,1.075,break,0.0011721366376422626,0.008670090049862411,0.017861129716454593
2023-06-13,put,1.075,reject,0.004930673982353362,0.014087639949581066,0.01872173203825911
2023-06-21,call,1.1,reject,-0.003284326212744215,-0.00744204665380821,-0.006950762400378396
2023-06-22,call,1.1,reject,-0.005431062023641187,0.00018255670667688406,-0.00804162292912236
2023-07-10,call,1.1,break,0.0007723551379790194,0.01981772418743688,0.021089838532343474
2023-08-31,put,1.09,break,-0.0062162212015567375,-0.010938335823511003,-0.013225610093519968
2023-09-05,put,1.07,reject,-5.5946142513474406e-05,-0.002368386699737046,0.00265744176939009
2023-09-06,put,1.07,reject,-0.002461767997016029,0.002200671391271891,0.0008392390898916968
2023-09-07,put,1.07,break,0.0001495662578521184,0.00518807956924916,-0.005851779838468629
2023-09-12,put,1.07,reject,-0.0018692284085519706,-0.008732365550399468,-0.0066678446215509
2023-09-13,put,1.07,reject,-0.009130718345290223,-0.003819994409764327,-0.007733159414888613
2023-09-14,put,1.07,break,0.0022755054066760927,0.004362952515279961,0.002388340385519605
2023-10-13,put,1.05,reject,0.004329622228566032,0.002759539442382941,0.008164430488152963
2023-10-16,put,1.05,reject,0.0017338575962859704,0.0030413567672555875,0.010933724951442514
2023-10-24,call,1.07,reject,-0.0027182120205375693,-0.002831470854726792,-0.0016233766233765268
2023-11-03,call,1.07,break,-0.000950729824953922,-0.00162183323080356,-0.004091866599556182
2023-11-08,call,1.07,break,-0.004126521771603664,-0.0009336022107701014,0.013350511614011573
2023-11-10,call,1.07,reject,0.0015442642282890162,0.015863805254242136,0.021338923881812244
2023-11-13,call,1.07,break,0.016484132620640857,0.014204014503046425,0.02276380219040841
2023-12-12,call,1.08,reject,0.0078067121054972155,0.008917987850051823,0.016771003111572202
2023-12-13,call,1.08,break,0.01017210802466284,0.0037306918319901516,0.005559282163433599
2024-01-05,call,1.1,reject,0.0005025492955172961,0.0027411779755488475,0.0006030591546208885
2024-01-30,put,1.08,reject,-0.003596790556119167,-0.005164622336991664,-0.007931384303237032
2024-02-05,put,1.075,break,0.001470971586042591,0.003407440509440196,0.0028674635981082996
2024-02-07,put,1.075,reject,0.0002134471718249209,-0.00032481091364677805,-0.004018375017400544
2024-02-08,put,1.075,reject,0.0007329881794058135,-0.0064298836497242995,-0.0004731949006290259
2024-02-09,put,1.075,reject,-0.0012702003578813903,-0.00496027147055822,-0.0008251666558499737
2024-02-12,put,1.075,reject,-0.005894912736724711,6.498329001125569e-05,0.0035276643148904885
2024-02-13,put,1.075,break,0.002213195125367662,0.006378110846523732,0.010440304431059477
2024-02-16,put,1.075,reject,0.003080691856580886,0.004509687476802027,0.006829485561576698
2024-02-20,put,1.075,reject,0.0009528214616096875,0.000980573543015728,0.002886216466234881
2024-03-14,put,1.095,break,0.000505389287584812,-0.0019204792928226855,-0.0018837237082710567
2024-04-01,put,1.075,break,0.002849851919459079,0.00923873563432509,0.01162292547544097
2024-04-03,put,1.075,reject,-0.00014762598955542217,0.0022143898433317766,-0.008949825616799911
2024-05-21,put,1.085,reject,-0.0026718014390874067,-0.0006725569139771626,-0.004873734349232106
2024-05-22,put,1.085,break,-0.0012471016434030258,0.002411063177245376,0.0005819807669211752
2024-05-29,put,1.085,break,0.0027959856312260722,0.009813724400992374,0.006758508313891021
2024-06-03,call,1.09,break,-0.0023287369810767178,-0.0014119113979755848,-0.013165615373331274
2024-06-04,put,1.085,reject,-0.0006984138653530758,-0.007360914554577214,-0.013021742726387231
2024-06-05,call,1.09,reject,0.0016185098673924259,-0.010170863143955433,-0.0056463923782898995
2024-06-06,call,1.09,reject,-0.008272278227657415,-0.013927909069208155,-0.014157439541673589
2024-06-07,call,1.09,reject,-0.0035272225668182555,0.0010276160234037324,-0.009155966190507181
2024-06-10,put,1.08,break,-0.002183284402987873,-0.002415548701177994,-0.002192574974915429
2024-06-13,put,1.08,break,-0.003240947697809693,9.313068097149824e-05,-0.004181567575622158
2024-07-11,call,1.09,reject,0.003034761817178655,0.002565753172705687,0.0024278094537428796
2024-07-12,call,1.09,break,-0.0008068213074172714,0.003062253598606235,-0.002282937563032994
2024-07-16,call,1.09,break,0.003531494510131239,-0.0018161971766390561,-0.004788156192957138
2024-07-22,call,1.09,reject,-0.0036091468454403364,-0.003453025989530678,-0.006410138672054311
2024-07-23,call,1.09,reject,-0.0010691539858245225,0.0005622275270285026,-0.0031245103551250653
2024-08-02,call,1.09,break,0.0036110016405312972,0.0014938915416411458,0.0004124240452383354
2024-09-04,call,1.11,reject,0.0027977834335122242,-0.0040432483168174604,-0.0063085503871771476
2024-09-05,call,1.11,break,-0.002303981568147595,-0.008189934480524297,-0.0028979768161854214
2024-11-06,put,1.07,reject,0.00592631245457409,-0.0063922175217578925,-0.015468048230492526
2024-11-07,put,1.07,reject,-0.007114141208292346,-0.016571873205254106,-0.02461233488337622
2024-11-08,put,1.07,reject,-0.005168585449592422,-0.014255593081185958,-0.01666262385012962
2024-11-11,put,1.07,break,-0.004379548353214746,-0.012519693900517659,-0.006433340835771517
2024-11-29,put,1.055,reject,-0.007279396471856159,-0.006182760120251873,-0.0009926449734348752
2024-12-02,put,1.055,break,0.0008761237239067743,0.008151759865915098,0.005094849916197131
2024-12-06,put,1.055,reject,-0.0012302101766770157,-0.005838766761613656,-0.006132124572975184
2025-01-02,put,1.03,break,0.004022322428586689,0.0071973275417085425,0.00282439105155019
2025-01-10,put,1.02,reject,0.0019230393783797872,0.00497842681712557,0.0026942074539737515
2025-01-13,put,1.02,reject,0.004121240464151299,0.0036535819717653517,0.013825154181159371
2025-02-03,put,1.02,reject,0.004211810497574575,0.005528606423253146,-0.0026626388203058182
2025-03-04,call,1.06,break,0.016096844641915853,0.019786881542284807,0.02739287596957607
2025-03-11,call,1.09,break,-0.0026387641787762872,-0.0032343185941251518,0.0022356196514632387
2025-03-13,put,1.085,reject,0.002201750345462994,0.007701520036849541,-0.00016582220175020979
2025-03-14,put,1.085,reject,0.003612497587072161,0.0030242028146227895,-0.0058277950895770925
2025-03-19,put,1.085,reject,-0.0053703330339631705,-0.010007514800491224,-0.015643615168899894
2025-03-20,put,1.085,reject,-0.003473629897173258,-0.005933733829653898,-0.00481885526849235
2025-03-21,put,1.085,break,-0.0011927326522120918,-0.0068790162267117205,0.0014146364014608892
2025-03-28,put,1.08,reject,-0.0012187465376518603,0.006804668168556294,0.012344425157883032
2025-03-31,put,1.08,reject,-0.002144653157816978,0.021039787013755307,0.008985357195681054
2025-04-01,put,1.08,break,0.010199733194989902,0.015758170903431346,0.01697176313644122
2025-04-03,call,1.1,break,-0.007306341216093859,-0.0061203056531342614,0.019211965378626017
2025-04-10,call,1.12,break,0.009114005010037785,0.0032334286780251187,0.010215502691562905
2025-05-27,put,1.135,break,-0.009438289464399063,0.0009702914402651697,0.004181074024415921
2025-05-30,put,1.135,break,0.00928814395741906,0.006450589541585172,0.004300393027723448
2025-06-03,put,1.135,reject,0.003232550376838006,0.001089228931325792,0.004690711688129179
2025-06-12,call,1.16,break,-0.004978981462338772,-0.010922748259940551,-0.008355730135758965
2025-06-16,call,1.16,reject,-0.006223006950033971,-0.0036437912739419875,0.0038255480833313538
2025-06-23,call,1.16,reject,0.0012415826730238777,0.008208241004992178,0.016235417870168245
2025-08-27,put,1.16,reject,0.0026614924963082043,0.005786599814554094,0.0011590370548439921
2025-09-08,put,1.17,reject,-0.005625138079295766,-0.003008004350560034,-0.00046734530870284896
2025-09-09,put,1.17,reject,1.709051134812789e-05,0.002939567951873112,0.014407301066448053
2025-09-10,put,1.17,reject,0.002614803547929423,0.005169791328422546,0.010484849520619344
2025-09-11,put,1.17,reject,0.0003068216684281033,0.011744451641495957,0.004755735860634935
2025-09-12,put,1.17,reject,0.0022408152136867976,0.007540385795105964,0.0008861018335490911
2025-09-15,put,1.17,reject,0.009172752080659041,0.002201800545774679,0.0031964363135568163
2025-09-16,call,1.18,break,-0.003849717799679908,-0.01042877600876091,-0.004683682924774724
2025-09-19,call,1.18,reject,0.004554276763824472,-0.0004256333424134118,-0.004000953418686892
2025-09-22,call,1.18,break,0.001245688815070256,-0.011770488191378492,-0.005923377426762855
2025-09-25,put,1.17,break,0.003292802140321349,0.006234029052119006,0.005393678505891009
2025-09-29,put,1.17,reject,0.00031540900876336764,-0.0005199986360691078,-0.001824257510144034
2025-09-30,put,1.17,reject,-0.00012782819890078123,0.0007158379138436644,-0.006962375900123607
2025-10-01,put,1.17,reject,-0.0007074064604108976,-0.0020114207789992955,-0.00884684223983645
2025-10-02,put,1.17,reject,0.0015522785231179004,-0.006132353066602869,-0.013569643572969747
2025-10-03,put,1.17,reject,-0.0028527876418942277,-0.00968244641442928,-0.010261519726813773
2025-10-06,put,1.17,reject,-0.004833723333390272,-0.012280731719814919,-0.012280731719814919
2025-10-07,put,1.17,break,-0.002025264314156394,-0.0026088150487437733,-0.004239324454208604
2025-10-30,put,1.155,reject,-0.0030678027618867842,-0.007483710399419419,-0.002004873917627381
2025-10-31,put,1.155,break,-0.0015516240042300344,-0.0035106576632021325,0.0026091554484539703
2025-11-03,put,1.15,reject,-0.0028823447701069593,0.0026218919294347387,0.003342478121961534
2025-11-04,put,1.15,break,0.0009229268972243965,0.007069968307038543,0.008846167241319147
2025-11-20,put,1.15,reject,-0.001803395238343053,0.002687752518684139,0.005609599611576366
2025-11-21,put,1.15,reject,0.0006340658386172482,0.007721705897680842,0.008147311734560958
2025-11-24,put,1.15,reject,0.0038627466298619684,0.006788017673150737,0.009366075536227259
2025-11-25,put,1.15,reject,0.0032080105146652382,0.003631710016602119,0.008785279468732643
2025-12-16,call,1.18,reject,-0.0006468415408447115,-0.0033874070165286208,0.0038810492450678247
2025-12-23,call,1.18,reject,-0.0015260703688003696,-0.0019075879610005453,-0.004162780839338631
2025-12-24,call,1.18,reject,-0.0005094676063512882,-0.0026662138065720598,-0.004848433387110385
2025-12-26,call,1.18,reject,0.00012743182397412234,-0.0021323591878344983,-0.004791436581428998
2025-12-29,call,1.18,reject,-0.002284986196644634,-0.004468039923550493,-0.0072456997239328524
2026-01-20,call,1.17,break,-0.004621734088273377,0.008569820588034682,0.025231939422880156
2026-01-22,call,1.17,break,0.006287328353383526,0.02291173918222178,0.01817284622845361
2026-02-06,call,1.18,break,0.007362399295917532,0.004908266197278577,0.004315889242434423
2026-02-24,put,1.175,reject,0.0034992356038727745,0.0036691014098861885,-0.013861049770681255
2026-03-02,put,1.175,break,-0.007182679481479104,-0.007541813455552937,-0.006686732564900821
2026-03-03,call,1.17,reject,0.0020670410307646048,0.0005167602576912067,6.89013676922201e-05
2026-04-02,put,1.15,reject,-0.001680876135024656,0.012528592222915247,0.013005129271504767
2026-04-03,put,1.15,reject,0.0016229539497665257,0.011890090434118594,0.017600805401746245
2026-04-07,call,1.17,reject,-0.0023104174154129353,0.003320155396963953,0.009601067926271911
2026-04-08,call,1.17,reject,0.00278749828461633,0.009237340469328892,0.012659530671057961
2026-04-09,call,1.17,reject,0.0028481743459034536,0.0091261322134506,0.0076464500457589235
2026-04-10,call,1.17,break,0.0035735607675906333,0.006976545842217297,0.003309168443496713
2026-04-17,put,1.175,reject,0.0017341335282816672,-0.004938880293782533,-0.0038337952022305943
2026-04-20,put,1.175,reject,-0.0034113473973624853,-0.008536854432205754,-0.005184908606439165
2026-04-22,put,1.17,reject,-0.001887969109066523,0.0014864553166404892,-0.001802540642592998
2026-04-23,put,1.17,break,0.003004211030846582,0.0029186209729876733,0.0038686706152211148
2026-04-27,put,1.17,reject,-0.00046062901450982796,0.000486219515315911,-0.0026784724177051356
2026-05-01,call,1.18,reject,-0.002516807152851297,0.0022864553117427633,0.005460191789236513
2026-05-04,put,1.17,break,0.0019757605822934288,0.003335699684391402,0.007424070066799571
2026-05-06,call,1.18,reject,-0.0014725910793326191,0.002596186584950644,-0.002732379979571098
2026-05-06,put,1.17,reject,-0.0014725910793326191,0.002596186584950644,-0.002732379979571098
2026-05-08,call,1.18,reject,-0.0005685096561789393,-0.005880256593015054,-0.013576349998302928
2026-05-11,call,1.18,reject,-0.0036761896676148487,-0.009890902916330768,-0.010502186186696072
2026-05-13,put,1.17,reject,-0.004600585529067391,-0.005215134987495484,-0.007775757730946742
2026-05-14,put,1.17,break,-0.0031555479334590686,-0.00474189675870329,-0.003772937746527094
2026-07-06,put,1.14,reject,-0.0034873049862342853,-0.0007429095835336241,-0.005078005506271133
2026-07-20,put,1.14,reject,-0.0011825715236776224,-0.0034513568913261405,-0.0040820617039543095
2026-08-13,put,1.15,reject,0.003173282005930478,0.0036588114931763727,0.013334720560439717
