date,side,level,touch_ts,touch_close,fwd_ret_15m,outcome_15m,fwd_ret_60m,outcome_60m,fwd_ret_240m,outcome_240m,outcome_1440m,fwd_ret_1440m,kind,k,pair
2020-09-10,call,1.19,2020-09-10 12:53:00,1.18946,-0.0002522152909723019,reject,0.0014460343349083082,break,-0.0033964992517613313,reject,,,wall,0.0,EUR_USD
2020-09-10,call,1.19,2020-09-10 13:10:00,1.18997,0.0001428607443885177,break,0.0007647251611384576,break,-0.003201761388942459,reject,,,wall,0.0,EUR_USD
2020-09-10,call,1.19,2020-09-10 13:23:00,1.18992,-0.00042860024203306146,reject,0.00047061987360486057,break,-0.00305902917843226,reject,,,wall,0.0,EUR_USD
2020-09-10,call,1.19,2020-09-10 13:32:00,1.19016,0.0003696981918397402,break,0.00018484909591975907,break,-0.0035541439806413555,reject,,,wall,0.0,EUR_USD
2020-09-10,call,1.19,2020-09-10 13:43:00,1.19002,3.3612880455669014e-05,break,-0.00034453202467188415,reject,-0.003327675165123445,reject,,,wall,0.0,EUR_USD
2020-09-10,call,1.19,2020-09-10 14:17:00,1.19008,0.00025208389351982774,break,-0.0020082683517075317,reject,-0.004470287711750509,reject,,,wall,0.0,EUR_USD
2020-09-10,call,1.19,2020-09-10 14:30:00,1.18981,-0.0004118304603256684,reject,-0.0017817970936536698,reject,-0.006227885124515775,reject,,,wall,0.0,EUR_USD
2020-09-10,call,1.19,2020-09-10 14:45:00,1.18932,-0.002110449668718317,reject,-0.0006978777788987367,reject,-0.0053980425789526,reject,,,wall,0.0,EUR_USD
2020-10-06,call,1.18,2020-10-06 03:33:00,1.17974,-0.0005594453015071998,reject,-0.0003136284266024303,reject,-0.0008645972841473393,reject,,,wall,0.0,EUR_USD
2020-10-06,call,1.18,2020-10-06 07:07:00,1.1798,-0.0008815053398880668,reject,-0.002220715375487403,reject,-0.0013731140871333647,reject,,,wall,0.0,EUR_USD
2020-10-06,call,1.18,2020-10-06 11:39:00,1.17974,-0.00030515198264013943,reject,3.390577584894139e-05,reject,-0.0008052621764117474,reject,,,wall,0.0,EUR_USD
2020-10-06,call,1.18,2020-10-06 12:22:00,1.18045,-0.0005167520860688279,reject,-0.0003812105552967182,reject,-0.0021856071837011992,reject,,,wall,0.0,EUR_USD
2020-10-06,call,1.18,2020-10-06 13:08:00,1.17972,-5.0859525989377374e-05,reject,-0.0007544163021734329,reject,-0.0016190282439901837,reject,,,wall,0.0,EUR_USD
2020-10-09,call,1.18,2020-10-09 08:51:00,1.17975,0.0002119093028183361,reject,-0.0001780038143675,reject,0.0008561135833862199,break,,,wall,0.0,EUR_USD
2020-10-09,call,1.18,2020-10-09 09:30:00,1.17986,-0.00035597443764501246,reject,9.323140033568045e-05,reject,0.0014069465868831177,break,,,wall,0.0,EUR_USD
2020-10-09,call,1.18,2020-10-09 10:09:00,1.17988,0.00015255788724277686,break,0.0003305420890258315,break,0.0010848560870595492,break,,,wall,0.0,EUR_USD
2020-10-09,call,1.18,2020-10-09 12:19:00,1.17978,0.00018647544457439658,reject,0.0011866619200189277,break,0.0020597060468900974,break,,,wall,0.0,EUR_USD
2020-10-12,call,1.18,2020-10-12 12:05:00,1.17966,0.000330603733279089,break,0.000771408710984467,break,0.0005425292033296447,break,,,wall,0.0,EUR_USD
2020-10-13,call,1.18,2020-10-13 00:39:00,1.1797,0.00010172077646863897,reject,0.0006696617784183179,break,-5.0860388234208465e-05,reject,,,wall,0.0,EUR_USD
2020-10-13,call,1.18,2020-10-13 00:48:00,1.17979,0.0002458064570813878,break,-4.238042363458039e-05,reject,-0.00011018910145021987,reject,,,wall,0.0,EUR_USD
2020-10-13,call,1.18,2020-10-13 04:54:00,1.17983,4.237898680337082e-05,reject,-0.00014408855513081686,reject,-0.0004661688548348586,reject,,,wall,0.0,EUR_USD
2020-10-13,call,1.18,2020-10-13 06:32:00,1.17982,-0.0005170280212235534,reject,-0.0010594836500484872,reject,-0.0007458764896339787,reject,,,wall,0.0,EUR_USD
2020-10-13,call,1.18,2020-10-13 08:40:00,1.17978,-0.00043228398514982835,reject,-0.000322093949719493,reject,3.390462628627411e-05,reject,,,wall,0.0,EUR_USD
2020-10-13,call,1.18,2020-10-13 12:39:00,1.1798,-0.0004322766570605818,reject,-0.0038481098491269794,reject,-0.005441600271232305,reject,,,wall,0.0,EUR_USD
2020-10-20,call,1.18,2020-10-20 09:30:00,1.18003,0.00031355135038935167,break,0.0012796284840217442,break,0.0012965772056643399,break,,,wall,0.0,EUR_USD
2020-10-23,call,1.18,2020-10-23 00:23:00,1.1798,-0.0006272249533818552,reject,0.0002712324122733367,break,4.2380064417812946e-05,reject,,,wall,0.0,EUR_USD
2020-10-23,call,1.18,2020-10-23 00:54:00,1.1798,0.0,reject,0.00015256823190368252,reject,0.0003051364638075871,break,,,wall,0.0,EUR_USD
2020-10-23,call,1.18,2020-10-23 06:38:00,1.17982,-1.6951738400883265e-05,reject,0.0015934634096725908,break,0.003932803308979382,break,,,wall,0.0,EUR_USD
2020-11-05,call,1.18,2020-11-05 09:54:00,1.17976,-0.00038990981216513454,reject,0.0008645826269750856,break,0.0035769987116025526,break,,,wall,0.0,EUR_USD
2020-11-05,call,1.18,2020-11-05 10:17:00,1.17978,0.0007628540914406123,break,0.0008476156571564086,break,0.002305514587465529,break,,,wall,0.0,EUR_USD
2020-11-05,call,1.18,2020-11-05 17:36:00,1.1798,0.0005763688760807018,break,0.0006780810306832308,break,0.0026614680454315476,break,,,wall,0.0,EUR_USD
2020-11-10,call,1.18,2020-11-10 10:12:00,1.1799,-0.0002203576574285604,reject,-0.0010000847529451073,reject,0.0012373929994067279,break,,,wall,0.0,EUR_USD
2020-11-10,call,1.18,2020-11-10 10:15:00,1.1797,-0.00016105789607523402,reject,-0.0005933711960667276,reject,0.0011189285411545846,break,,,wall,0.0,EUR_USD
2020-11-10,call,1.18,2020-11-10 10:37:00,1.17962,-0.0009833675251350593,reject,-0.00016106881877209211,reject,0.0013394143876843678,break,,,wall,0.0,EUR_USD
2020-11-10,call,1.18,2020-11-10 11:39:00,1.17986,0.0007289000389878453,break,0.00023731629176348967,break,0.0018307256793179683,break,,,wall,0.0,EUR_USD
2020-11-10,call,1.18,2020-11-10 13:41:00,1.17964,0.0006951273269810709,break,0.0009324878776575396,break,0.0017039096673561183,break,,,wall,0.0,EUR_USD
2020-11-11,call,1.18,2020-11-11 09:10:00,1.17993,-0.0002966277660537697,reject,-0.0004322290305357468,reject,-0.0031018789250210066,reject,,,wall,0.0,EUR_USD
2020-11-11,call,1.18,2020-11-11 09:28:00,1.17985,-0.0011611645548164073,reject,-0.00027969657159820915,reject,-0.0025850743738611293,reject,,,wall,0.0,EUR_USD
2020-11-12,call,1.18,2020-11-12 09:26:00,1.17978,0.0010510434148738312,break,0.0011781857634474147,break,-0.0002458085405754318,reject,,,wall,0.0,EUR_USD
2020-11-12,call,1.18,2020-11-12 12:55:00,1.17974,-0.00035601064641366253,reject,0.000822215064336218,break,0.0014918541373523109,break,,,wall,0.0,EUR_USD
2020-11-12,call,1.18,2020-11-12 13:05:00,1.17969,-0.0004323169646263114,reject,0.000737481880833224,break,0.0011952292551433708,break,,,wall,0.0,EUR_USD
2020-11-12,call,1.18,2020-11-12 13:27:00,1.17985,-0.00023731830317419433,reject,-0.0007373818705769253,reject,0.0006695766410982351,break,,,wall,0.0,EUR_USD
2020-11-12,call,1.18,2020-11-12 14:58:00,1.17974,0.0005933510773559192,break,0.0009832674996186341,break,0.001101937715089818,break,,,wall,0.0,EUR_USD
2020-11-12,call,1.18,2020-11-12 15:05:00,1.17984,0.0006611065907242697,break,0.0012883102793599388,break,0.0009153783563873308,break,,,wall,0.0,EUR_USD
2020-11-23,call,1.19,2020-11-23 10:58:00,1.18962,0.0003866780988888152,break,0.0006220473764733114,break,-0.0021351355895159463,reject,,,wall,0.0,EUR_USD
2020-11-23,call,1.19,2020-11-23 11:11:00,1.1897,-0.00010927124485160533,reject,0.00026897537194248144,break,-0.004673447087501059,reject,,,wall,0.0,EUR_USD
2020-11-23,call,1.19,2020-11-23 13:46:00,1.18972,0.000168106781427646,reject,-0.0007060484819959578,reject,-0.004824664626971065,reject,,,wall,0.0,EUR_USD
2020-11-24,call,1.19,2020-11-24 23:56:00,1.18978,,,,,,,,,wall,0.0,EUR_USD
2020-11-25,call,1.19,2020-11-25 07:00:00,1.18976,0.0003277972027972975,break,0.0011935180204409868,break,0.0001008606777839205,reject,,,wall,0.0,EUR_USD
2020-11-25,call,1.19,2020-11-25 07:08:00,1.18986,6.7234800732896e-05,reject,0.001243843813558021,break,-0.001008522010992774,reject,,,wall,0.0,EUR_USD
2020-11-25,call,1.19,2020-11-25 09:29:00,1.18983,-0.00014287755393627144,reject,-0.00020170948791009558,reject,0.0006051284637300647,break,,,wall,0.0,EUR_USD
2020-11-25,call,1.19,2020-11-25 09:43:00,1.18981,0.0004034257570537658,break,-0.0002941646145183663,reject,0.0007480185912036585,break,,,wall,0.0,EUR_USD
2020-11-25,call,1.19,2020-11-25 10:21:00,1.18986,5.883045064125625e-05,reject,-0.0007900089086110285,reject,0.00022691745247338524,break,,,wall,0.0,EUR_USD
2020-11-25,call,1.19,2020-11-25 10:54:00,1.18977,-0.0008909284987855814,reject,-0.0010170032863494605,reject,0.0006976138245207153,break,,,wall,0.0,EUR_USD
2020-11-25,call,1.19,2020-11-25 11:00:00,1.18988,-0.0008404208827781368,reject,-0.0013278649947895405,reject,0.0007563787945001899,break,,,wall,0.0,EUR_USD
2020-11-25,call,1.19,2020-11-25 13:01:00,1.18968,-0.00028579113711246773,reject,0.0006640441127023777,break,0.0010759195750116302,break,,,wall,0.0,EUR_USD
2020-11-25,call,1.19,2020-11-25 13:21:00,1.18994,0.0006891103753130512,break,0.00015967191623089683,break,0.0009412239272568179,break,,,wall,0.0,EUR_USD
2020-11-25,call,1.19,2020-11-25 14:37:00,1.18973,0.001185142847536902,break,0.001252384994914868,break,0.001714674758138468,break,,,wall,0.0,EUR_USD
2020-11-30,call,1.2,2020-11-30 14:29:00,1.19972,-0.0008501983796217472,reject,-9.168806054726808e-05,reject,-0.0035341579701928527,reject,,,wall,0.0,EUR_USD
2020-11-30,call,1.2,2020-11-30 15:03:00,1.1997,3.334166875057498e-05,reject,-0.0030674335250479023,reject,-0.0038676335750603696,reject,,,wall,0.0,EUR_USD
2020-11-30,call,1.2,2020-11-30 15:12:00,1.19964,0.00040012003601086477,break,-0.0031342736154179596,reject,-0.004117902037277799,reject,,,wall,0.0,EUR_USD
2020-12-31,call,1.23,2020-12-31 07:05:00,1.22978,0.00016263071443667343,reject,3.252614288729028e-05,reject,-0.001349834929824878,reject,,,wall,0.0,EUR_USD
2020-12-31,call,1.23,2020-12-31 07:17:00,1.2296,0.0003090435914119283,reject,-0.00016265452179564655,reject,-0.0014801561483408499,reject,,,wall,0.0,EUR_USD
2020-12-31,call,1.23,2020-12-31 07:54:00,1.22986,-0.0003252402712503599,reject,8.131006781209038e-06,reject,-0.0023092059258776887,reject,,,wall,0.0,EUR_USD
2020-12-31,call,1.23,2020-12-31 08:02:00,1.22976,-0.00029274004683832455,reject,0.00025208170699975163,break,-0.0016913869372884305,reject,,,wall,0.0,EUR_USD
2020-12-31,call,1.23,2020-12-31 08:32:00,1.22996,-0.00048782074213793436,reject,-0.001187030472535655,reject,-0.002683014081758639,reject,,,wall,0.0,EUR_USD
2020-12-31,call,1.23,2020-12-31 08:49:00,1.22977,5.6921212909788466e-05,reject,-0.0004391064995893368,reject,-0.002415085747741519,reject,,,wall,0.0,EUR_USD
2021-01-04,call,1.23,2021-01-04 09:36:00,1.22988,-0.0004959833479688536,reject,-0.0006992552118906259,reject,-0.00021140273847863877,reject,,,wall,0.0,EUR_USD
2021-01-04,call,1.23,2021-01-04 10:08:00,1.22984,-0.0005041306186170935,reject,-0.00012196708514933263,reject,-0.00013009822415921413,reject,,,wall,0.0,EUR_USD
2021-01-04,call,1.23,2021-01-04 10:49:00,1.22982,-4.8787627457635985e-05,reject,-0.0003089883072318056,reject,3.252508497175732e-05,reject,,,wall,0.0,EUR_USD
2021-01-04,call,1.23,2021-01-04 11:02:00,1.2298,-0.00026833631484790565,reject,-0.0007806147341031799,reject,-0.0010164254350301105,reject,,,wall,0.0,EUR_USD
2021-01-04,call,1.23,2021-01-04 11:28:00,1.22984,-0.0002927210043583983,reject,4.878683405973305e-05,reject,-0.001902686528328923,reject,,,wall,0.0,EUR_USD
2021-01-04,call,1.23,2021-01-04 11:44:00,1.22954,-0.00017892870504421232,reject,-2.4399368869665317e-05,reject,-0.0019600826325292253,reject,,,wall,0.0,EUR_USD
2021-01-04,call,1.23,2021-01-04 11:56:00,1.2297,-0.0003496787834430526,reject,0.0001951695535495901,reject,-0.002154997153777427,reject,,,wall,0.0,EUR_USD
2021-01-04,call,1.23,2021-01-04 12:21:00,1.22984,-0.00021140961425891724,reject,-0.0003252455603980353,reject,-0.002097833864567744,reject,,,wall,0.0,EUR_USD
2021-01-04,call,1.23,2021-01-04 12:51:00,1.22971,5.692399020906791e-05,reject,-0.00011384798041813582,reject,-0.0028868595034603484,reject,,,wall,0.0,EUR_USD
2021-01-04,call,1.23,2021-01-04 13:19:00,1.22991,-0.0005854086884407028,reject,-0.00017074420079521424,reject,-0.0036018895691556363,reject,,,wall,0.0,EUR_USD
2021-01-04,call,1.23,2021-01-04 13:37:00,1.22989,-0.0003333631462976161,reject,-0.0005772873996860994,reject,-0.0030815764011414837,reject,,,wall,0.0,EUR_USD
2021-01-04,call,1.23,2021-01-04 13:39:00,1.22972,-0.0003252772988973085,reject,-0.00030901343395228764,reject,-0.0032446410565005745,reject,,,wall,0.0,EUR_USD
2021-01-04,call,1.23,2021-01-04 13:58:00,1.2298,4.878842088129609e-05,reject,-0.0006342494714587366,reject,-0.003602211741746575,reject,,,wall,0.0,EUR_USD
2021-01-04,call,1.23,2021-01-04 14:08:00,1.22968,0.00048793181966044763,break,-0.0015613818229134324,reject,-0.0038546613753173142,reject,,,wall,0.0,EUR_USD
