side,horizon_min,n_events,pct_break,pct_reject,mean_fwd_ret_break_pct,mean_fwd_ret_reject_pct,binom_p_vs_50pct
call,15,445,37.752808988764045,62.247191011235955,0.07881979980474843,-0.034043307901570834,2.6838807677733335e-07
call,60,441,42.40362811791383,57.59637188208617,0.13197155498398594,-0.07911030866923567,0.0016429502018111973
call,240,414,49.275362318840585,50.724637681159415,0.19671348955665446,-0.17954033566770763,0.8059222563609443
put,15,448,40.17857142857143,59.82142857142857,-0.07060867298050381,0.03831919403017709,3.744811459865677e-05
put,60,443,46.50112866817156,53.49887133182844,-0.15589510868626658,0.09082768235422214,0.15397824633225998
put,240,418,53.34928229665071,46.65071770334929,-0.19829305839251862,0.20993256533694932,0.18656519693608634
