date,side,level,touch_ts,touch_close,fwd_ret_15m,outcome_15m,fwd_ret_60m,outcome_60m,fwd_ret_240m,outcome_240m,outcome_1440m,fwd_ret_1440m,kind,k,pair
2022-01-05,call,1.36,2022-01-05 18:29:00,1.35965,-8.090317361086896e-05,reject,-0.0017063214797926607,reject,-0.0031405141028941763,reject,,,wall,0.0,GBP_USD
2022-01-10,call,1.36,2022-01-10 09:17:00,1.35996,-0.0001911820935911468,reject,-0.000529427336098176,reject,-0.0019853525103680214,reject,,,wall,0.0,GBP_USD
2022-01-10,call,1.36,2022-01-10 09:31:00,1.35985,-0.0006691914549398215,reject,-0.0004118101261167961,reject,-0.0023311394639113914,reject,,,wall,0.0,GBP_USD
2022-01-11,call,1.36,2022-01-11 05:38:00,1.35982,-0.00012501654630758807,reject,-0.0008015766792663914,reject,0.0007648071068229179,break,,,wall,0.0,GBP_USD
2022-01-11,call,1.36,2022-01-11 08:00:00,1.35968,0.0010517180513063273,break,0.0010590727229937702,break,-0.0010296540362438877,reject,,,wall,0.0,GBP_USD
2022-01-11,call,1.36,2022-01-11 11:17:00,1.35997,-0.0006176606836915122,reject,-0.0009485503356689851,reject,-0.000963256542423685,reject,,,wall,0.0,GBP_USD
2022-01-11,call,1.36,2022-01-11 11:41:00,1.3598,-0.0005515516987790736,reject,-0.0012060597146638097,reject,0.0001691425209591202,break,,,wall,0.0,GBP_USD
2022-01-11,call,1.36,2022-01-11 11:51:00,1.35978,-0.0004118313256555872,reject,-0.0012502022385973977,reject,-7.354130815273585e-05,reject,,,wall,0.0,GBP_USD
2022-01-11,call,1.36,2022-01-11 15:36:00,1.3599,-0.00016177660122074222,reject,0.0014339289653650944,break,0.001831016986542977,break,,,wall,0.0,GBP_USD
2022-01-11,call,1.36,2022-01-11 15:45:00,1.35984,0.0007647958583363312,break,0.0016325450052947499,break,0.001911989645840828,break,,,wall,0.0,GBP_USD
2022-01-11,call,1.36,2022-01-11 15:55:00,1.36008,0.0011322863360978541,break,0.0016616669607671941,break,0.0019704723251574574,break,,,wall,0.0,GBP_USD
2022-01-18,call,1.36,2022-01-18 12:28:00,1.35986,-0.00017648875619546978,reject,-0.0011912991043196985,reject,-0.0012354212933685105,reject,,,wall,0.0,GBP_USD
2022-01-18,call,1.36,2022-01-18 13:35:00,1.35946,0.00013240551395421463,reject,-0.000720874464861021,reject,-0.0010813116972914205,reject,,,wall,0.0,GBP_USD
2022-01-18,call,1.36,2022-01-18 19:31:00,1.35983,0.0003015082767696686,break,-0.0007868630637654084,reject,,,,,wall,0.0,GBP_USD
2022-01-18,call,1.36,2022-01-18 21:48:00,1.35976,-0.00016179325763376884,reject,0.0001250220627169174,reject,,,,,wall,0.0,GBP_USD
2022-01-18,call,1.36,2022-01-18 22:30:00,1.35961,8.090555379847153e-05,reject,0.00022800656070498526,reject,,,,,wall,0.0,GBP_USD
2022-01-18,call,1.36,2022-01-18 22:44:00,1.35984,0.0,reject,,,,,,,wall,0.0,GBP_USD
2022-01-19,call,1.36,2022-01-19 01:01:00,1.35984,-0.00014707612660314062,reject,7.353806330145929e-05,reject,0.0003897517354984892,break,,,wall,0.0,GBP_USD
2022-01-19,call,1.36,2022-01-19 01:09:00,1.35976,-0.0001323763017003765,reject,7.354238983348083e-05,reject,0.00044125433900088495,break,,,wall,0.0,GBP_USD
2022-01-19,call,1.36,2022-01-19 01:38:00,1.35996,0.0001397099914701716,break,0.00034559839995296215,break,0.0007353157445806335,break,,,wall,0.0,GBP_USD
2022-01-19,call,1.36,2022-01-19 08:18:00,1.3597,-0.00022063690519968926,reject,0.0009266750018386283,break,0.0024858424652498545,break,,,wall,0.0,GBP_USD
2022-01-19,call,1.36,2022-01-19 08:35:00,1.35986,-8.824437809784591e-05,reject,0.0004044533996145905,break,0.002294353830541329,break,,,wall,0.0,GBP_USD
2022-01-19,call,1.36,2022-01-19 08:44:00,1.35974,-0.00030888258049321937,reject,0.0013090737935195218,break,0.0019268389545059605,break,,,wall,0.0,GBP_USD
2022-01-19,call,1.36,2022-01-19 08:54:00,1.35983,0.000713324459675091,break,0.0010221865968540467,break,0.002132619518616208,break,,,wall,0.0,GBP_USD
2022-01-19,call,1.36,2022-01-19 09:03:00,1.36006,0.000661735511668482,break,0.0008676087819654565,break,0.0024190109259885073,break,,,wall,0.0,GBP_USD
2022-01-20,call,1.36,2022-01-20 21:22:00,1.35986,-0.0003235627196916946,reject,0.00011765917079697985,break,,,,,wall,0.0,GBP_USD
2022-01-20,call,1.36,2022-01-20 21:55:00,1.35981,6.618571712224686e-05,reject,-0.00022797302564325772,reject,,,,,wall,0.0,GBP_USD
2022-01-21,call,1.36,2022-01-21 00:14:00,1.35988,-0.0006618231020383281,reject,-0.0013236462040768782,reject,-0.00025737565079275715,reject,,,wall,0.0,GBP_USD
2022-01-21,call,1.36,2022-01-21 02:12:00,1.35978,-7.354130815273585e-05,reject,-0.00013237435467505776,reject,-0.0007207048198972776,reject,,,wall,0.0,GBP_USD
