regime,n_days,mean_intraday_range_pct,mean_intraday_rv_ann,mannwhitney_p_range_above_vs_below
above_flip,366,1.8767548265287208,0.1920757424831671,0.0571766076194791
below_flip,738,1.6878215646153036,0.17395973870913048,0.0571766076194791
