date,side,level,touch_ts,touch_close,fwd_ret_15m,outcome_15m,fwd_ret_60m,outcome_60m,fwd_ret_240m,outcome_240m,outcome_1440m,fwd_ret_1440m,kind,k,pair
2020-10-09,call,1.3157894736842106,2020-10-09 13:54:00,1.31562,-0.00034964503428036586,reject,-0.0015353977592312829,reject,-0.002021860415621579,reject,,,wall,0.0,USD_CAD
2020-11-27,call,1.2987012987012987,2020-11-27 13:59:00,1.29846,3.850715462938581e-05,reject,-6.161144740679525e-05,reject,0.00022334149685021565,break,,,wall,0.0,USD_CAD
2020-11-27,call,1.2987012987012987,2020-11-27 14:10:00,1.29852,-3.080430028012948e-05,reject,0.0001232172011214061,reject,0.0,reject,,,wall,0.0,USD_CAD
2020-11-27,call,1.2987012987012987,2020-11-27 14:49:00,1.29855,-0.00036194216626250775,reject,-0.00036194216626250775,reject,3.850448577247256e-05,reject,,,wall,0.0,USD_CAD
2020-11-27,call,1.2987012987012987,2020-11-27 15:07:00,1.29884,-0.0005543407964030411,reject,-0.0007083243509593551,reject,-0.00029256875365712975,reject,,,wall,0.0,USD_CAD
2020-11-27,call,1.2987012987012987,2020-11-27 15:43:00,1.29848,-0.0007701312303617369,reject,6.161049842878796e-05,reject,6.161049842878796e-05,reject,,,wall,0.0,USD_CAD
2020-11-27,call,1.2987012987012987,2020-11-27 16:36:00,1.29842,0.00029266339089040194,break,0.0006161334545062847,break,0.0,reject,,,wall,0.0,USD_CAD
2020-11-27,call,1.2987012987012987,2020-11-27 17:57:00,1.29854,7.700956458789321e-05,reject,0.00023102869376367963,break,,,,,wall,0.0,USD_CAD
2020-11-27,call,1.2987012987012987,2020-11-27 20:58:00,1.29867,0.00036190872200014823,break,0.0003388081652768715,break,,,,,wall,0.0,USD_CAD
2020-11-30,call,1.2987012987012987,2020-11-30 02:08:00,1.29842,0.0001540333636267377,reject,0.00010012168635742391,reject,-4.621000908788808e-05,reject,,,wall,0.0,USD_CAD
2020-11-30,call,1.2987012987012987,2020-11-30 02:47:00,1.2985,0.0003080477474008969,break,0.00020023103581046087,break,0.0002926453600309298,break,,,wall,0.0,USD_CAD
2020-11-30,call,1.2987012987012987,2020-11-30 06:37:00,1.29858,0.00019251798117925212,break,0.0004928460318194272,break,-0.0012629179565372128,reject,,,wall,0.0,USD_CAD
2020-11-30,call,1.2987012987012987,2020-11-30 09:13:00,1.29844,-0.00015403099103539208,reject,-0.0009549921444195197,reject,-0.002248852469116769,reject,,,wall,0.0,USD_CAD
2020-11-30,call,1.2987012987012987,2020-11-30 16:26:00,1.29876,-0.00017709199544180265,reject,-4.619791185433986e-05,reject,-0.0013089408358740728,reject,,,wall,0.0,USD_CAD
2020-11-30,call,1.2987012987012987,2020-11-30 17:06:00,1.29844,0.00017713563969068424,reject,-0.0006546317119004996,reject,-0.0005083022704168716,reject,,,wall,0.0,USD_CAD
2020-11-30,call,1.2987012987012987,2020-11-30 17:20:00,1.29852,-5.390752549039313e-05,reject,-0.00020022795182206288,reject,0.0003542494532238205,break,,,wall,0.0,USD_CAD
2020-11-30,call,1.2987012987012987,2020-11-30 20:57:00,1.29865,-0.0005929234204752332,reject,0.001824972086397425,break,,,,,wall,0.0,USD_CAD
2020-11-30,call,1.2987012987012987,2020-11-30 21:17:00,1.29888,0.0007852919438284811,break,0.0011394432126139442,break,,,,,wall,0.0,USD_CAD
2020-12-07,call,1.282051282051282,2020-12-07 08:32:00,1.28179,-0.00017943656917274176,reject,0.00044469062795005065,break,-0.0003978810881657413,reject,,,wall,0.0,USD_CAD
2020-12-07,call,1.282051282051282,2020-12-07 08:43:00,1.2817,0.0003667004759304593,break,0.0003588983381446198,break,-0.0004213154404306696,reject,,,wall,0.0,USD_CAD
2020-12-07,call,1.282051282051282,2020-12-07 08:52:00,1.2819,0.0006396754817068473,break,-6.240736406903924e-05,reject,-0.0005304625945862229,reject,,,wall,0.0,USD_CAD
2021-02-16,call,1.2658227848101264,2021-02-16 13:17:00,1.26568,0.0008690980342582755,break,0.001738196068516551,break,0.0034842930282537043,break,,,wall,0.0,USD_CAD
2021-02-19,call,1.2658227848101264,2021-02-19 10:10:00,1.2655,-0.0010746740418806633,reject,-0.0013749506124062227,reject,-0.0032082180956145567,reject,,,wall,0.0,USD_CAD
2021-02-26,call,1.2658227848101264,2021-02-26 11:24:00,1.26557,0.0014617919198463003,break,-0.0005768151899935292,reject,0.0012563508932734724,break,,,wall,0.0,USD_CAD
2021-02-26,call,1.2658227848101264,2021-02-26 12:10:00,1.26564,-0.0008059163743244779,reject,0.0003713536234632997,break,0.0014064030846052678,break,,,wall,0.0,USD_CAD
