side,horizon_min,n_events,n_episodes,observed_break_rate_pct,boot_mean_pct,boot_ci_lo_pct,boot_ci_hi_pct,naive_binomial_p,cluster_bootstrap_p_vs_50pct
call,15,412,27,31.55339805825243,31.600112510824417,26.64936210223572,36.578190498369814,5.261604052549507e-14,0.0
call,60,407,27,39.31203931203931,39.289993052384496,31.914759970063084,46.74232908973002,1.884978161932938e-05,0.0064
call,240,389,27,40.616966580976865,40.50735354640073,30.270270270270274,50.0027233115468,0.000251914642004,0.054
put,15,425,43,37.411764705882355,37.38026340483665,31.372326203208555,43.52961184473789,2.366168994023163e-07,0.0
put,60,421,43,41.80522565320665,41.812172623906804,35.648148148148145,48.125578703703695,0.0008978290527653,0.0132
put,240,392,41,52.04081632653062,52.050957959948406,43.35913446736453,60.84539138315145,0.4487232955541155,0.6644
