side,horizon_min,n_events,pct_break,pct_reject,mean_fwd_ret_break_pct,mean_fwd_ret_reject_pct,binom_p_vs_50pct
call,15,191,41.361256544502616,58.638743455497384,0.07844928546351948,-0.06952448761679246,0.02034707747611541
call,60,191,53.403141361256544,46.596858638743456,0.14676812359971125,-0.13830804846553194,0.3852883963184292
call,240,191,49.73821989528796,50.26178010471204,0.18250763865757122,-0.21142810038825935,1.0
put,15,557,41.651705565529625,58.348294434470375,-0.0730561832372082,0.04856236909618325,9.363229043008745e-05
put,60,550,40.36363636363636,59.63636363636364,-0.13283735622982715,0.11277494602466202,7.112021504187238e-06
put,240,522,40.229885057471265,59.770114942528735,-0.25022201204371314,0.1790205262150169,9.253673418189882e-06
