side,horizon_min,n_events,pct_break,pct_reject,mean_fwd_ret_break_pct,mean_fwd_ret_reject_pct,binom_p_vs_50pct
call,15,818,46.33251833740831,53.66748166259169,0.12742568640422836,-0.11562367995494988,0.039058330492388486
call,60,810,52.59259259259259,47.40740740740741,0.21722873525477615,-0.2891391519579428,0.149654628561395
call,240,682,56.89149560117303,43.10850439882697,0.4418319679351324,-0.5307452134467826,0.0003620962065951326
put,15,619,42.32633279483037,57.67366720516963,-0.26387929567582646,0.22752390691116006,0.0001537161441522969
put,60,599,42.904841402337226,57.095158597662774,-0.49591965573865743,0.4789011424485433,0.0005874778209473372
put,240,471,43.94904458598726,56.05095541401274,-1.0425982585326823,0.9136986840636909,0.00979624859283422
