surface,regime,n_days,mean_abs_fwd_ret_1d_pct,std_fwd_ret_1d_pct,mean_fwd_range_pct,ret_autocorr_lag1,mannwhitney_p_abs_fwd_ret_above_vs_below
all,below_flip,446,0.29846058967399147,0.4269637762216465,0.5714375829866052,-0.05920670896176678,0.6899568252299956
all,above_flip,426,0.28593488259779565,0.4037731908784547,0.571692567862463,0.08073699364560497,0.6899568252299956
