horizon_min,in_sample_coef,in_sample_p,oos_brier_model,oos_brier_base,oos_auc_model
15,0.7202963760181352,0.00993096775250176,0.21718474128413198,0.21198912630129343,0.4827350427350427
60,0.6997297605546398,0.007938446282698632,0.23518501450160717,0.2303814040907466,0.4903319368353206
