regime,n_days,mean_intraday_range_pct,mean_intraday_rv_ann,mannwhitney_p_range_above_vs_below
above_flip,510,0.6271218136550601,0.06741356603651363,0.39618819795168236
below_flip,530,0.6079663336819024,0.06406100934861148,0.39618819795168236
