horizon_min,n,point_biserial_r,p,low_vol,mid_vol,high_vol
15,837,-0.09307524066845026,0.007047691259281665,71.63636363636363,66.19217081850533,58.718861209964416
60,828,-0.030685554613641298,0.37785779667117486,61.56716417910447,59.85663082437276,56.93950177935944
