level,is_key,n_touches,pct_continuation,avg_continuation_pips,avg_reversion_pips,avg_fade_pnl_pips,pct_mean_reversion,p_value,significant
-9.5,False,46,28.26086956521739,67.10992391304066,160.60320652174195,116.48581521739416,71.73913043478261,0.003189699706216853,True
-9.0,False,55,34.54545454545455,68.86752727272479,156.9252727272752,103.45618181818433,65.45454545454545,0.021889518120566054,True
-8.5,False,65,36.92307692307693,72.1143692307671,162.2532307692329,111.75015384615602,63.07692307692307,0.03497994463544374,True
-8.0,False,81,38.2716049382716,73.50467901234373,146.1338888888909,94.6939012345699,61.7283950617284,0.034762762622228216,True
-7.5,False,98,39.795918367346935,77.119224489794,128.0347959183693,59.53169387755303,60.204081632653065,0.04335175126086255,True
-7.0,False,122,40.16393442622951,78.655606557376,121.11565573770602,59.72709836065693,59.83606557377049,0.029791013545681366,True
-6.5,False,155,41.29032258064516,78.09510645161225,106.83462903225882,38.9195387096782,58.70967741935484,0.03010606087045531,True
-6.0,False,198,43.43434343434344,79.27994444444376,113.27906565656643,41.750106060606825,56.56565656565656,0.06464003076463354,False
-5.5,False,250,48.4,81.57809399999933,103.61878200000078,21.89920600000078,51.6,0.6128816234132359,False
-5.0,False,318,46.855345911949684,83.40265408804987,90.9022641509439,8.554955974843264,53.144654088050316,0.26205624228795577,False
-4.5,False,424,45.990566037735846,81.73381957547147,81.23147287735875,-1.0523573113204907,54.009433962264154,0.09870060785215018,False
-4.0,False,576,46.35416666666667,79.84949652777767,79.61720312500015,-1.0157291666665158,53.64583333333333,0.08011831372763467,False
-3.5,False,805,48.32298136645963,76.97993850931655,77.16282422360274,-4.864975776397292,51.67701863354037,0.3412872189781524,False
-3.0,False,1119,49.955317247542446,76.57397319034828,73.33951653261867,-8.729250223413548,50.044682752457554,0.9761515401543539,False
-2.5,False,1606,48.256537982565376,75.11624782067231,73.60160087173116,-4.197009962639944,51.743462017434624,0.1622986209012982,False
-2.0,False,2343,48.22876653862569,74.48563807084925,73.66780879214687,-2.8022125480152784,51.77123346137431,0.08639749129032381,False
-1.5,False,3418,49.385605617320074,75.9506954359274,74.65414950263315,-2.5913958455236754,50.614394382679926,0.47251380945762045,False
-1.0,False,4921,50.33529770371875,79.61420768136558,75.97838467791097,-5.462333672017896,49.66470229628125,0.6380538329649204,False
-0.5,False,7065,50.332625619249825,84.43318124557679,82.40872547770701,-4.82926801132342,49.667374380750175,0.5760475399838165,False
-0.25,False,8403,50.291562537189094,87.75913527906702,84.84630968106627,-4.963605349280023,49.708437462810906,0.5929690988121006,False
0.0,True,9892,50.79862515163769,92.04065345733927,88.27755893651435,-5.766405883542254,49.20137484836231,0.11215033577351363,False
0.25,True,11123,50.67877371212802,94.00938793490965,91.17616686145823,-3.9940181605682072,49.32122628787198,0.15221652629633997,False
0.5,True,11598,50.301776168304876,93.05145667356439,92.96390468184171,-0.9080096999482525,49.698223831695124,0.5156988621835732,False
0.75,True,11398,49.543779610457975,91.91159253816458,93.96757047289,2.0629572074048164,50.456220389542025,0.3299896631137713,False
1.0,True,10387,49.83152016944257,89.57642514681814,91.56754741503802,1.909972850678738,50.16847983055743,0.7312840652382027,False
1.25,False,8823,49.756318712456086,84.30330035135441,88.83627666326646,3.991776946616809,50.243681287543914,0.6471078543203441,False
1.5,False,7350,49.74149659863946,80.96348462585034,84.30382979591836,3.2548487074829953,50.25850340136054,0.6575914252590576,False
2.0,False,5100,48.05882352941177,74.55519784313726,81.27355803921569,7.292206470588241,51.94117647058823,0.005561819386275202,True
2.5,False,3454,47.65489287782281,70.2645406774754,79.14015387955992,9.719288506079904,52.34510712217719,0.005842831717248531,True
3.0,False,2300,47.52173913043478,68.45644956521743,75.39520434782604,9.387585652173865,52.47826086956522,0.017451044827930584,True
3.5,False,1540,47.85714285714286,67.75200974025975,76.63385064935062,11.141288961038942,52.14285714285714,0.09260069782067681,False
4.0,False,1069,48.830682881197376,66.00457530402257,77.23685594013082,9.876771749298285,51.169317118802624,0.44449208577901356,False
4.5,False,735,45.034013605442176,65.96022448979612,77.86974149659841,11.77583673469367,54.965986394557824,0.007088758353071212,True
5.0,False,512,45.1171875,66.90681640625043,84.0704589843746,17.68651367187463,54.8828125,0.02712538617906657,True
5.5,False,365,45.75342465753425,68.17820547945232,79.26926027397235,14.878424657534017,54.24657534246575,0.10467191160441947,False
6.0,False,271,46.494464944649444,69.13985239852421,74.9034870848706,8.916273062730381,53.505535055350556,0.24843137925152892,False
6.5,False,213,46.009389671361504,68.05280516431935,80.31548122065713,14.820481220657138,53.990610328638496,0.2440915348305308,False
7.0,False,167,46.10778443113773,67.52212574850319,88.5083832335327,24.901287425149473,53.89221556886227,0.31442990410120863,False
7.5,False,137,39.416058394160586,64.05797445255497,92.42082116788296,32.81447080291946,60.583941605839414,0.013225554690172281,True
8.0,False,108,42.592592592592595,64.25638888888898,90.3850925925925,29.508472222222125,57.407407407407405,0.12365771040283358,False
8.5,False,87,41.37931034482759,64.0625862068964,105.72563218390823,44.28505747126448,58.62068965517241,0.10779821387740962,False
9.0,False,73,34.24657534246575,61.68499999999985,118.88602739726055,72.05623287671254,65.75342465753425,0.007103636399742097,True
9.5,False,56,39.285714285714285,65.64866071428511,130.46098214285772,81.07214285714339,60.714285714285715,0.10880943004054555,False
10.0,False,47,40.42553191489361,64.31882978723306,134.08617021276697,83.980000000001,59.57446808510639,0.18925543169201742,False
10.5,False,38,36.84210526315789,64.73868421052562,150.7796052631587,102.03236842105339,63.15789473684211,0.10475748984973032,False
