zlb,cls,h,outcome,pred,demean,t,r,n_dates,mde_r,abs_t
126,FX,21,rng,cvol_z,True,-1.8796092752290614,-0.16980136158673856,121,0.2545454545454545,1.8796092752290614
252,FX,10,rng,cvol_z,True,-1.858188814304587,-0.11933729255202644,241,0.18036385539223262,1.858188814304587
252,FX,5,rng,convexity,True,-1.8448879791558113,-0.07965703819360632,535,0.12105455632679274,1.8448879791558113
126,FX,5,rng,convexity,True,-1.8448879791558113,-0.07965703819360632,535,0.12105455632679274,1.8448879791558113
126,FX,21,ret,cvol_z,True,-1.8163404096328026,-0.16424253062863975,121,0.2545454545454545,1.8163404096328026
252,all,5,rng,convexity,True,-1.8008343975072232,-0.07776657239753251,535,0.12105455632679274,1.8008343975072232
126,all,5,rng,convexity,True,-1.8008343975072232,-0.07776657239753251,535,0.12105455632679274,1.8008343975072232
126,all,1,ret,updn,True,-1.7765436881262886,-0.0343415719185453,2675,0.05413724338655716,1.7765436881262886
252,all,1,ret,updn,True,-1.7765436881262886,-0.0343415719185453,2675,0.05413724338655716,1.7765436881262886
252,all,1,ret,skew_ratio,True,-1.7763686065441358,-0.034338191485551416,2675,0.05413724338655716,1.7763686065441358
126,all,1,ret,skew_ratio,True,-1.7763686065441358,-0.034338191485551416,2675,0.05413724338655716,1.7763686065441358
126,FX,10,ret,cvol_z,True,-1.740364089414906,-0.10897965848961397,254,0.17568762543868438,1.740364089414906
252,gold,10,ret,cvol_z,False,-1.6970261736444108,-0.10911605407264362,241,0.18036385539223262,1.6970261736444108
126,FX,10,rng,cvol_z,True,-1.676318935996455,-0.10501428468632729,254,0.17568762543868438,1.676318935996455
252,gold,10,ret,vrp_trail20,False,-1.670630561065928,-0.10247319586424461,265,0.17200263271350633,1.670630561065928
126,gold,10,ret,vrp_trail20,False,-1.670630561065928,-0.10247319586424461,265,0.17200263271350633,1.670630561065928
252,gold,21,rng,vrp_trail20,False,-1.6627785648356361,-0.14768453630527595,126,0.2494438257849294,1.6627785648356361
126,gold,21,rng,vrp_trail20,False,-1.6627785648356361,-0.14768453630527595,126,0.2494438257849294,1.6627785648356361
126,FX,5,rng,skew_ratio,True,-1.6262471275564077,-0.0702664713528858,535,0.12105455632679274,1.6262471275564077
252,FX,5,rng,skew_ratio,True,-1.6262471275564077,-0.0702664713528858,535,0.12105455632679274,1.6262471275564077
126,FX,5,rng,updn,True,-1.6262339870451168,-0.07026590638429342,535,0.12105455632679274,1.6262339870451168
252,FX,5,rng,updn,True,-1.6262339870451168,-0.07026590638429342,535,0.12105455632679274,1.6262339870451168
126,all,21,ret,cvol_z,True,-1.618844782297185,-0.1467917116965798,121,0.2545454545454545,1.618844782297185
126,all,21,rng,cvol_z,True,-1.591126338899124,-0.14433109576795364,121,0.2545454545454545,1.591126338899124
252,FX,21,ret,cvol_z,True,-1.542374961331773,-0.1435908381914547,115,0.2611013463072879,1.542374961331773
126,FX,5,ret,cvol_z,True,-1.5203622379717183,-0.06730222094707837,510,0.12398608397561334,1.5203622379717183
252,FX,5,ret,cvol_z,True,-1.4761183720153601,-0.06708389097369008,484,0.12727272727272726,1.4761183720153601
126,gold,21,ret,cvol_z,False,-1.4744250769101828,-0.13394241135107873,121,0.2545454545454545,1.4744250769101828
252,all,5,rng,updn,True,-1.459940460400605,-0.06311097891865539,535,0.12105455632679274,1.459940460400605
126,all,5,rng,updn,True,-1.459940460400605,-0.06311097891865539,535,0.12105455632679274,1.459940460400605
252,all,5,rng,skew_ratio,True,-1.45990052145119,-0.06310925929570561,535,0.12105455632679274,1.45990052145119
126,all,5,rng,skew_ratio,True,-1.45990052145119,-0.06310925929570561,535,0.12105455632679274,1.45990052145119
126,all,10,ret,cvol_z,True,-1.3918052467420885,-0.08734043947928725,254,0.17568762543868438,1.3918052467420885
126,gold,10,ret,skew,False,-1.3689713694722805,-0.08379944951082316,267,0.17135721718138927,1.3689713694722805
252,gold,10,ret,skew,False,-1.3689713694722805,-0.08379944951082316,267,0.17135721718138927,1.3689713694722805
126,all,1,ret,convexity,False,-1.3639785489936156,-0.026372844654672,2675,0.05413724338655716,1.3639785489936156
252,all,1,ret,convexity,False,-1.3639785489936156,-0.026372844654672,2675,0.05413724338655716,1.3639785489936156
252,all,21,rng,cvol_z,True,-1.3389570903317898,-0.12497102251188662,115,0.2611013463072879,1.3389570903317898
252,FX,1,ret,convexity,False,-1.3314644840617726,-0.02574459934999405,2675,0.05413724338655716,1.3314644840617726
126,FX,1,ret,convexity,False,-1.3314644840617726,-0.02574459934999405,2675,0.05413724338655716,1.3314644840617726
126,all,5,ret,cvol_z,True,-1.2679543298795548,-0.05616756762843709,510,0.12398608397561334,1.2679543298795548
252,all,10,ret,cvol_z,True,-1.2151169121524428,-0.07835771014142849,241,0.18036385539223262,1.2151169121524428
252,gold,21,ret,cvol_z,False,-1.2133587584800936,-0.11340681139793923,115,0.2611013463072879,1.2133587584800936
126,all,10,rng,cvol_z,True,-1.2020879313776995,-0.07550824214570849,254,0.17568762543868438,1.2020879313776995
126,FX,1,ret,updn,False,-1.1855151533997963,-0.022924162881613856,2675,0.05413724338655716,1.1855151533997963
252,FX,1,ret,updn,False,-1.1855151533997963,-0.022924162881613856,2675,0.05413724338655716,1.1855151533997963
126,FX,1,ret,skew_ratio,False,-1.1854317281722477,-0.02292255054576306,2675,0.05413724338655716,1.1854317281722477
252,FX,1,ret,skew_ratio,False,-1.1854317281722477,-0.02292255054576306,2675,0.05413724338655716,1.1854317281722477
252,all,21,ret,cvol_z,True,-1.1815453448152455,-0.11047013382946404,115,0.2611013463072879,1.1815453448152455
252,gold,5,ret,skew,False,-1.141710117664384,-0.049438880953427154,534,0.12116785027421631,1.141710117664384
126,gold,5,ret,skew,False,-1.141710117664384,-0.049438880953427154,534,0.12116785027421631,1.141710117664384
126,FX,21,ret,vrp_trail20,True,-1.1344256467396368,-0.10134986329419603,126,0.2494438257849294,1.1344256467396368
252,FX,21,ret,vrp_trail20,True,-1.1344256467396368,-0.10134986329419603,126,0.2494438257849294,1.1344256467396368
126,gold,10,ret,cvol_z,False,-1.1233806106482198,-0.07058979512014246,254,0.17568762543868438,1.1233806106482198
126,FX,5,ret,cvol_chg5,True,-1.1095783877538958,-0.04805075625737398,534,0.12116785027421631,1.1095783877538958
252,FX,5,ret,cvol_chg5,True,-1.1095783877538958,-0.04805075625737398,534,0.12116785027421631,1.1095783877538958
126,FX,21,rng,vrp_trail20,True,-1.0385618309919098,-0.09286259873985477,126,0.2494438257849294,1.0385618309919098
252,FX,21,rng,vrp_trail20,True,-1.0385618309919098,-0.09286259873985477,126,0.2494438257849294,1.0385618309919098
126,gold,1,ret,convexity,False,-1.0224579813384305,-0.01977617516911066,2674,0.05414736533548856,1.0224579813384305
252,gold,1,ret,convexity,False,-1.0224579813384305,-0.01977617516911066,2674,0.05414736533548856,1.0224579813384305
126,all,21,ret,vrp_trail20,False,-1.0062471558107804,-0.08999696996545849,126,0.2494438257849294,1.0062471558107804
252,all,21,ret,vrp_trail20,False,-1.0062471558107804,-0.08999696996545849,126,0.2494438257849294,1.0062471558107804
252,FX,5,ret,convexity,True,-0.9669944873582172,-0.04184848798774978,535,0.12105455632679274,0.9669944873582172
126,FX,5,ret,convexity,True,-0.9669944873582172,-0.04184848798774978,535,0.12105455632679274,0.9669944873582172
252,all,10,rng,cvol_z,True,-0.8905707315908057,-0.05751088652268911,241,0.18036385539223262,0.8905707315908057
126,gold,10,rng,vrp_trail20,False,-0.8902700904592409,-0.054813873681032736,265,0.17200263271350633,0.8902700904592409
252,gold,10,rng,vrp_trail20,False,-0.8902700904592409,-0.054813873681032736,265,0.17200263271350633,0.8902700904592409
252,all,5,ret,cvol_z,True,-0.8867927844365481,-0.04035939396659775,484,0.12727272727272726,0.8867927844365481
126,all,1,ret,updn,False,-0.885607846576386,-0.017126880647172445,2675,0.05413724338655716,0.885607846576386
252,all,1,ret,updn,False,-0.885607846576386,-0.017126880647172445,2675,0.05413724338655716,0.885607846576386
252,all,1,ret,skew_ratio,False,-0.8855331028717373,-0.017125435593290463,2675,0.05413724338655716,0.8855331028717373
126,all,1,ret,skew_ratio,False,-0.8855331028717373,-0.017125435593290463,2675,0.05413724338655716,0.8855331028717373
252,FX,10,rng,updn,True,-0.8545065602517083,-0.05241975166848921,267,0.17135721718138927,0.8545065602517083
126,FX,10,rng,updn,True,-0.8545065602517083,-0.05241975166848921,267,0.17135721718138927,0.8545065602517083
126,FX,10,rng,skew_ratio,True,-0.8544360805638667,-0.05241543996718376,267,0.17135721718138927,0.8544360805638667
252,FX,10,rng,skew_ratio,True,-0.8544360805638667,-0.05241543996718376,267,0.17135721718138927,0.8544360805638667
126,all,10,ret,vrp_trail20,True,-0.8445895827223928,-0.0520091406314467,265,0.17200263271350633,0.8445895827223928
252,all,10,ret,vrp_trail20,True,-0.8445895827223928,-0.0520091406314467,265,0.17200263271350633,0.8445895827223928
252,all,21,ret,vrp_trail20,True,-0.8401373129155354,-0.07523274247976847,126,0.2494438257849294,0.8401373129155354
126,all,21,ret,vrp_trail20,True,-0.8401373129155354,-0.07523274247976847,126,0.2494438257849294,0.8401373129155354
252,all,21,rng,vrp_trail20,True,-0.8337922504599311,-0.07466773366325663,126,0.2494438257849294,0.8337922504599311
126,all,21,rng,vrp_trail20,True,-0.8337922504599311,-0.07466773366325663,126,0.2494438257849294,0.8337922504599311
126,all,10,ret,cvol_chg5,True,-0.8290243892855631,-0.05095663848406917,266,0.17167901505579042,0.8290243892855631
252,all,10,ret,cvol_chg5,True,-0.8290243892855631,-0.05095663848406917,266,0.17167901505579042,0.8290243892855631
126,FX,21,ret,vrp_trail20,False,-0.7992892048689123,-0.07159409567811915,126,0.2494438257849294,0.7992892048689123
252,FX,21,ret,vrp_trail20,False,-0.7992892048689123,-0.07159409567811915,126,0.2494438257849294,0.7992892048689123
126,FX,5,rng,cvol_z,True,-0.7814668782760787,-0.03465116443229063,510,0.12398608397561334,0.7814668782760787
252,FX,5,rng,cvol_z,True,-0.7799333304120099,-0.035502594224876866,484,0.12727272727272726,0.7799333304120099
252,all,5,ret,vrp_trail20,True,-0.7744447916342977,-0.03365244100703541,531,0.12150965024876893,0.7744447916342977
126,all,5,ret,vrp_trail20,True,-0.7744447916342977,-0.03365244100703541,531,0.12150965024876893,0.7744447916342977
252,gold,1,rng,convexity,False,-0.7702282447544453,-0.014898858883759553,2674,0.05414736533548856,0.7702282447544453
126,gold,1,rng,convexity,False,-0.7702282447544453,-0.014898858883759553,2674,0.05414736533548856,0.7702282447544453
126,FX,10,ret,vrp_trail20,True,-0.7679522711211764,-0.04730096156350083,265,0.17200263271350633,0.7679522711211764
252,FX,10,ret,vrp_trail20,True,-0.7679522711211764,-0.04730096156350083,265,0.17200263271350633,0.7679522711211764
252,all,10,rng,updn,True,-0.7481268611551753,-0.04590861263909596,267,0.17135721718138927,0.7481268611551753
126,all,10,rng,updn,True,-0.7481268611551753,-0.04590861263909596,267,0.17135721718138927,0.7481268611551753
126,all,10,rng,skew_ratio,True,-0.7479739986347347,-0.045899252033826755,267,0.17135721718138927,0.7479739986347347
252,all,10,rng,skew_ratio,True,-0.7479739986347347,-0.045899252033826755,267,0.17135721718138927,0.7479739986347347
126,FX,1,ret,cvol_z,True,-0.7034454676510384,-0.013934409101476449,2550,0.05544826240669376,0.7034454676510384
126,FX,1,ret,cvol_chg5,True,-0.703346577712354,-0.013615581893352127,2670,0.05418790998013285,0.703346577712354
252,FX,1,ret,cvol_chg5,True,-0.703346577712354,-0.013615581893352127,2670,0.05418790998013285,0.703346577712354
252,all,5,rng,convexity,False,-0.6835085724855924,-0.029593076120524607,535,0.12105455632679274,0.6835085724855924
126,all,5,rng,convexity,False,-0.6835085724855924,-0.029593076120524607,535,0.12105455632679274,0.6835085724855924
252,FX,1,ret,cvol_z,True,-0.6828463913371781,-0.013873759073478414,2424,0.05687111245916712,0.6828463913371781
252,FX,5,rng,convexity,False,-0.6756236096345537,-0.029251983869674536,535,0.12105455632679274,0.6756236096345537
126,FX,5,rng,convexity,False,-0.6756236096345537,-0.029251983869674536,535,0.12105455632679274,0.6756236096345537
126,all,5,ret,convexity,True,-0.6707510056572995,-0.02904119685260199,535,0.12105455632679274,0.6707510056572995
252,all,5,ret,convexity,True,-0.6707510056572995,-0.02904119685260199,535,0.12105455632679274,0.6707510056572995
252,all,21,rng,vrp_trail20,False,-0.6630836122851641,-0.05944137570186115,126,0.2494438257849294,0.6630836122851641
126,all,21,rng,vrp_trail20,False,-0.6630836122851641,-0.05944137570186115,126,0.2494438257849294,0.6630836122851641
252,FX,5,ret,vrp_trail20,True,-0.6503809045724979,-0.02826613190734505,531,0.12150965024876893,0.6503809045724979
126,FX,5,ret,vrp_trail20,True,-0.6503809045724979,-0.02826613190734505,531,0.12150965024876893,0.6503809045724979
126,FX,10,ret,cvol_chg5,True,-0.6501599709431447,-0.039982583513017735,266,0.17167901505579042,0.6501599709431447
252,FX,10,ret,cvol_chg5,True,-0.6501599709431447,-0.039982583513017735,266,0.17167901505579042,0.6501599709431447
126,FX,5,ret,updn,True,-0.6281314119239111,-0.02719732717893158,535,0.12105455632679274,0.6281314119239111
252,FX,5,ret,updn,True,-0.6281314119239111,-0.02719732717893158,535,0.12105455632679274,0.6281314119239111
126,FX,5,ret,skew_ratio,True,-0.6281158095761956,-0.02719665211591832,535,0.12105455632679274,0.6281158095761956
252,FX,5,ret,skew_ratio,True,-0.6281158095761956,-0.02719665211591832,535,0.12105455632679274,0.6281158095761956
252,FX,5,rng,skew_ratio,False,-0.6155533898655123,-0.026653104938137894,535,0.12105455632679274,0.6155533898655123
126,FX,5,rng,skew_ratio,False,-0.6155533898655123,-0.026653104938137894,535,0.12105455632679274,0.6155533898655123
252,FX,5,rng,updn,False,-0.6155222412757402,-0.026651757180296845,535,0.12105455632679274,0.6155222412757402
126,FX,5,rng,updn,False,-0.6155222412757402,-0.026651757180296845,535,0.12105455632679274,0.6155222412757402
252,gold,5,rng,convexity,False,-0.5974477387684631,-0.025893959247331413,534,0.12116785027421631,0.5974477387684631
126,gold,5,rng,convexity,False,-0.5974477387684631,-0.025893959247331413,534,0.12116785027421631,0.5974477387684631
126,gold,5,ret,skew_ratio,False,-0.5915516502602355,-0.025638585918139487,534,0.12116785027421631,0.5915516502602355
252,gold,5,ret,skew_ratio,False,-0.5915516502602355,-0.025638585918139487,534,0.12116785027421631,0.5915516502602355
252,gold,5,ret,updn,False,-0.5914998393843689,-0.025636341846082985,534,0.12116785027421631,0.5914998393843689
126,gold,5,ret,updn,False,-0.5914998393843689,-0.025636341846082985,534,0.12116785027421631,0.5914998393843689
126,all,21,ret,cvol_z,False,-0.5767811172058955,-0.052799686420569716,121,0.2545454545454545,0.5767811172058955
252,FX,10,ret,updn,True,-0.5523554584357123,-0.03391141046810835,267,0.17135721718138927,0.5523554584357123
126,FX,10,ret,updn,True,-0.5523554584357123,-0.03391141046810835,267,0.17135721718138927,0.5523554584357123
252,FX,10,ret,skew_ratio,True,-0.5521951696523101,-0.033901580981518256,267,0.17135721718138927,0.5521951696523101
126,FX,10,ret,skew_ratio,True,-0.5521951696523101,-0.033901580981518256,267,0.17135721718138927,0.5521951696523101
252,all,5,ret,skew_ratio,True,-0.5362363302541927,-0.023220710932477413,535,0.12105455632679274,0.5362363302541927
126,all,5,ret,skew_ratio,True,-0.5362363302541927,-0.023220710932477413,535,0.12105455632679274,0.5362363302541927
252,all,5,ret,updn,True,-0.5362128685806535,-0.023219695516377047,535,0.12105455632679274,0.5362128685806535
126,all,5,ret,updn,True,-0.5362128685806535,-0.023219695516377047,535,0.12105455632679274,0.5362128685806535
126,FX,10,rng,cvol_chg5,True,-0.5317412829468129,-0.03270890243993483,266,0.17167901505579042,0.5317412829468129
252,FX,10,rng,cvol_chg5,True,-0.5317412829468129,-0.03270890243993483,266,0.17167901505579042,0.5317412829468129
126,all,5,ret,vrp_trail20,False,-0.5221048055052665,-0.022694362491421944,531,0.12150965024876893,0.5221048055052665
252,all,5,ret,vrp_trail20,False,-0.5221048055052665,-0.022694362491421944,531,0.12150965024876893,0.5221048055052665
126,all,10,rng,cvol_chg5,True,-0.5196222202556907,-0.03196419532975613,266,0.17167901505579042,0.5196222202556907
252,all,10,rng,cvol_chg5,True,-0.5196222202556907,-0.03196419532975613,266,0.17167901505579042,0.5196222202556907
126,gold,10,ret,updn,False,-0.5090479282480801,-0.03125528792492328,267,0.17135721718138927,0.5090479282480801
252,gold,10,ret,updn,False,-0.5090479282480801,-0.03125528792492328,267,0.17135721718138927,0.5090479282480801
252,gold,10,ret,skew_ratio,False,-0.5088709339232163,-0.03124443117271417,267,0.17135721718138927,0.5088709339232163
126,gold,10,ret,skew_ratio,False,-0.5088709339232163,-0.03124443117271417,267,0.17135721718138927,0.5088709339232163
126,FX,10,ret,convexity,True,-0.4802658671640103,-0.02948966662537044,267,0.17135721718138927,0.4802658671640103
252,FX,10,ret,convexity,True,-0.4802658671640103,-0.02948966662537044,267,0.17135721718138927,0.4802658671640103
252,FX,21,rng,vrp_trail20,False,-0.47155373144219354,-0.04230885700479201,126,0.2494438257849294,0.47155373144219354
126,FX,21,rng,vrp_trail20,False,-0.47155373144219354,-0.04230885700479201,126,0.2494438257849294,0.47155373144219354
126,FX,10,rng,convexity,True,-0.4686199712585655,-0.028775175519286586,267,0.17135721718138927,0.4686199712585655
252,FX,10,rng,convexity,True,-0.4686199712585655,-0.028775175519286586,267,0.17135721718138927,0.4686199712585655
252,gold,21,rng,cvol_z,False,-0.4467656505217911,-0.041991107567278106,115,0.2611013463072879,0.4467656505217911
126,all,1,ret,cvol_chg5,True,-0.44495802732264284,-0.008614102198738002,2670,0.05418790998013285,0.44495802732264284
252,all,1,ret,cvol_chg5,True,-0.44495802732264284,-0.008614102198738002,2670,0.05418790998013285,0.44495802732264284
126,FX,21,ret,cvol_z,False,-0.43811979787288935,-0.04013002386944435,121,0.2545454545454545,0.43811979787288935
252,all,10,ret,updn,True,-0.4245390145297135,-0.02607036029583428,267,0.17135721718138927,0.4245390145297135
126,all,10,ret,updn,True,-0.4245390145297135,-0.02607036029583428,267,0.17135721718138927,0.4245390145297135
252,all,10,ret,skew_ratio,True,-0.4244110219347204,-0.026062505785255298,267,0.17135721718138927,0.4244110219347204
126,all,10,ret,skew_ratio,True,-0.4244110219347204,-0.026062505785255298,267,0.17135721718138927,0.4244110219347204
126,FX,10,rng,vrp_trail20,True,-0.4154242209454569,-0.025607754482263063,265,0.17200263271350633,0.4154242209454569
252,FX,10,rng,vrp_trail20,True,-0.4154242209454569,-0.025607754482263063,265,0.17200263271350633,0.4154242209454569
126,FX,5,ret,cvol_z,False,-0.4087586372635248,-0.018132750148933154,510,0.12398608397561334,0.4087586372635248
126,all,5,ret,cvol_z,False,-0.40122392384106653,-0.017798613140756637,510,0.12398608397561334,0.40122392384106653
126,all,5,ret,cvol_chg5,True,-0.39624532442362315,-0.017176879020765614,534,0.12116785027421631,0.39624532442362315
252,all,5,ret,cvol_chg5,True,-0.39624532442362315,-0.017176879020765614,534,0.12116785027421631,0.39624532442362315
126,FX,21,rng,cvol_z,False,-0.39174049566900276,-0.03588765972198516,121,0.2545454545454545,0.39174049566900276
126,gold,21,ret,skew,False,-0.39085087717978567,-0.03493742295729404,127,0.24845982263651187,0.39085087717978567
252,gold,21,ret,skew,False,-0.39085087717978567,-0.03493742295729404,127,0.24845982263651187,0.39085087717978567
252,FX,5,rng,cvol_chg5,True,-0.38555294632807185,-0.016713505302031167,534,0.12116785027421631,0.38555294632807185
126,FX,5,rng,cvol_chg5,True,-0.38555294632807185,-0.016713505302031167,534,0.12116785027421631,0.38555294632807185
252,all,5,rng,skew_ratio,False,-0.3825720148924372,-0.016568758713653164,535,0.12105455632679274,0.3825720148924372
126,all,5,rng,skew_ratio,False,-0.3825720148924372,-0.016568758713653164,535,0.12105455632679274,0.3825720148924372
126,all,5,rng,updn,False,-0.38253786155928565,-0.016567279977655815,535,0.12105455632679274,0.38253786155928565
252,all,5,rng,updn,False,-0.38253786155928565,-0.016567279977655815,535,0.12105455632679274,0.38253786155928565
252,gold,5,ret,cvol_z,False,-0.3774596023135922,-0.017208128035641382,483,0.1274044114541212,0.3774596023135922
126,FX,21,ret,cvol_chg5,True,-0.3703989837592081,-0.033244424700467345,126,0.2494438257849294,0.3703989837592081
252,FX,21,ret,cvol_chg5,True,-0.3703989837592081,-0.033244424700467345,126,0.2494438257849294,0.3703989837592081
252,all,10,ret,vrp_trail20,False,-0.3627810999559225,-0.022364445851114096,265,0.17200263271350633,0.3627810999559225
126,all,10,ret,vrp_trail20,False,-0.3627810999559225,-0.022364445851114096,265,0.17200263271350633,0.3627810999559225
