zlb,cls,h,outcome,pred,demean,t,r,n_dates,mde_r,abs_t
252,FX,10,rng,skew,False,0.6360669546077341,0.03904348952105197,267,0.17135721718138927,0.6360669546077341
252,all,21,rng,cvol_chg5,False,0.6387184781484565,0.0572644895576465,126,0.2494438257849294,0.6387184781484565
126,all,21,rng,cvol_chg5,False,0.6387184781484565,0.0572644895576465,126,0.2494438257849294,0.6387184781484565
126,all,10,ret,skew,False,0.6444266076040058,0.03955582967403731,267,0.17135721718138927,0.6444266076040058
252,all,10,ret,skew,False,0.6444266076040058,0.03955582967403731,267,0.17135721718138927,0.6444266076040058
252,all,5,rng,vrp_trail20,True,0.6780013406529954,0.029465519593396383,531,0.12150965024876893,0.6780013406529954
126,all,5,rng,vrp_trail20,True,0.6780013406529954,0.029465519593396383,531,0.12150965024876893,0.6780013406529954
126,FX,10,rng,skew,True,0.6919440550684702,0.042467438879491504,267,0.17135721718138927,0.6919440550684702
252,FX,10,rng,skew,True,0.6919440550684702,0.042467438879491504,267,0.17135721718138927,0.6919440550684702
252,FX,10,rng,cvol_chg5,False,0.6996694929281285,0.04302181116118667,266,0.17167901505579042,0.6996694929281285
126,FX,10,rng,cvol_chg5,False,0.6996694929281285,0.04302181116118667,266,0.17167901505579042,0.6996694929281285
252,gold,21,ret,cvol_chg5,False,0.7189634377339159,0.06443066898422847,126,0.2494438257849294,0.7189634377339159
126,gold,21,ret,cvol_chg5,False,0.7189634377339159,0.06443066898422847,126,0.2494438257849294,0.7189634377339159
252,all,5,rng,cvol_z,False,0.7313340112520789,0.03329288487166813,484,0.12727272727272726,0.7313340112520789
126,gold,10,rng,skew_ratio,False,0.7552479423045165,0.04634466180489742,267,0.17135721718138927,0.7552479423045165
252,gold,10,rng,skew_ratio,False,0.7552479423045165,0.04634466180489742,267,0.17135721718138927,0.7552479423045165
126,gold,10,rng,updn,False,0.7555026103880866,0.04636025554968065,267,0.17135721718138927,0.7555026103880866
252,gold,10,rng,updn,False,0.7555026103880866,0.04636025554968065,267,0.17135721718138927,0.7555026103880866
252,all,1,ret,skew,True,0.7625485772370888,0.014747581434935719,2675,0.05413724338655716,0.7625485772370888
126,all,1,ret,skew,True,0.7625485772370888,0.014747581434935719,2675,0.05413724338655716,0.7625485772370888
126,all,10,rng,cvol_chg5,False,0.7676229967875282,0.0471912937251053,266,0.17167901505579042,0.7676229967875282
252,all,10,rng,cvol_chg5,False,0.7676229967875282,0.0471912937251053,266,0.17167901505579042,0.7676229967875282
126,FX,1,ret,vrp_trail20,True,0.7772855337995407,0.015089071425910264,2655,0.05434076757569432,0.7772855337995407
252,FX,1,ret,vrp_trail20,True,0.7772855337995407,0.015089071425910264,2655,0.05434076757569432,0.7772855337995407
252,all,1,ret,vrp_trail20,False,0.7973465366186748,0.015478413928295746,2655,0.05434076757569432,0.7973465366186748
126,all,1,ret,vrp_trail20,False,0.7973465366186748,0.015478413928295746,2655,0.05434076757569432,0.7973465366186748
252,all,1,ret,skew,False,0.8089191764184053,0.01564416905898161,2675,0.05413724338655716,0.8089191764184053
126,all,1,ret,skew,False,0.8089191764184053,0.01564416905898161,2675,0.05413724338655716,0.8089191764184053
126,FX,1,rng,cvol_chg5,True,0.8228571585571796,0.015928557137298325,2670,0.05418790998013285,0.8228571585571796
252,FX,1,rng,cvol_chg5,True,0.8228571585571796,0.015928557137298325,2670,0.05418790998013285,0.8228571585571796
252,all,5,rng,skew,False,0.827280402579363,0.03581050827919439,535,0.12105455632679274,0.827280402579363
126,all,5,rng,skew,False,0.827280402579363,0.03581050827919439,535,0.12105455632679274,0.827280402579363
252,FX,10,ret,skew,False,0.8481621840336816,0.052031613158729596,267,0.17135721718138927,0.8481621840336816
126,FX,10,ret,skew,False,0.8481621840336816,0.052031613158729596,267,0.17135721718138927,0.8481621840336816
252,gold,21,rng,cvol_chg5,False,0.8598665283775936,0.07698910478639855,126,0.2494438257849294,0.8598665283775936
126,gold,21,rng,cvol_chg5,False,0.8598665283775936,0.07698910478639855,126,0.2494438257849294,0.8598665283775936
252,gold,5,rng,skew,False,0.8705838103491816,0.03771773725413973,534,0.12116785027421631,0.8705838103491816
126,gold,5,rng,skew,False,0.8705838103491816,0.03771773725413973,534,0.12116785027421631,0.8705838103491816
126,all,1,ret,cvol_z,False,0.8767425708294014,0.01736628339500017,2550,0.05544826240669376,0.8767425708294014
252,gold,5,ret,convexity,False,0.8979513818790844,0.038901660612977784,534,0.12116785027421631,0.8979513818790844
126,gold,5,ret,convexity,False,0.8979513818790844,0.038901660612977784,534,0.12116785027421631,0.8979513818790844
252,FX,5,ret,skew,False,0.9550974749888914,0.04133450775100572,535,0.12105455632679274,0.9550974749888914
126,FX,5,ret,skew,False,0.9550974749888914,0.04133450775100572,535,0.12105455632679274,0.9550974749888914
126,FX,10,ret,skew,True,0.972700968898466,0.059646161073102826,267,0.17135721718138927,0.972700968898466
252,FX,10,ret,skew,True,0.972700968898466,0.059646161073102826,267,0.17135721718138927,0.972700968898466
252,FX,1,ret,cvol_z,False,1.0462915632055656,0.021255314104426267,2424,0.05687111245916712,1.0462915632055656
126,all,1,ret,vrp_trail20,True,1.1329753465687902,0.021991091988431737,2655,0.05434076757569432,1.1329753465687902
252,all,1,ret,vrp_trail20,True,1.1329753465687902,0.021991091988431737,2655,0.05434076757569432,1.1329753465687902
126,all,1,rng,cvol_chg5,True,1.1459369159032624,0.022179969548352094,2670,0.05418790998013285,1.1459369159032624
252,all,1,rng,cvol_chg5,True,1.1459369159032624,0.022179969548352094,2670,0.05418790998013285,1.1459369159032624
252,gold,5,ret,cvol_chg5,False,1.1529724790622005,0.04997223078389287,533,0.12128146291077878,1.1529724790622005
126,gold,5,ret,cvol_chg5,False,1.1529724790622005,0.04997223078389287,533,0.12128146291077878,1.1529724790622005
252,FX,5,ret,skew,True,1.178487877697519,0.050979601016368246,535,0.12105455632679274,1.178487877697519
126,FX,5,ret,skew,True,1.178487877697519,0.050979601016368246,535,0.12105455632679274,1.178487877697519
252,FX,5,rng,skew,False,1.194838746074518,0.051685038238775745,535,0.12105455632679274,1.194838746074518
126,FX,5,rng,skew,False,1.194838746074518,0.051685038238775745,535,0.12105455632679274,1.194838746074518
126,FX,1,ret,skew,False,1.2093491250135935,0.023384787956595404,2675,0.05413724338655716,1.2093491250135935
252,FX,1,ret,skew,False,1.2093491250135935,0.023384787956595404,2675,0.05413724338655716,1.2093491250135935
126,FX,5,ret,cvol_chg5,False,1.272532195953521,0.05508749183659625,534,0.12116785027421631,1.272532195953521
252,FX,5,ret,cvol_chg5,False,1.272532195953521,0.05508749183659625,534,0.12116785027421631,1.272532195953521
252,all,5,ret,cvol_chg5,False,1.3317373540312485,0.0576421361890551,534,0.12116785027421631,1.3317373540312485
126,all,5,ret,cvol_chg5,False,1.3317373540312485,0.0576421361890551,534,0.12116785027421631,1.3317373540312485
126,all,1,rng,skew,False,1.3524632285566518,0.026150346143241802,2675,0.05413724338655716,1.3524632285566518
252,all,1,rng,skew,False,1.3524632285566518,0.026150346143241802,2675,0.05413724338655716,1.3524632285566518
126,gold,1,ret,cvol_chg5,False,1.370169680648707,0.02652223042891201,2669,0.05419806038014323,1.370169680648707
252,gold,1,ret,cvol_chg5,False,1.370169680648707,0.02652223042891201,2669,0.05419806038014323,1.370169680648707
126,gold,5,rng,skew_ratio,False,1.3905330830674452,0.06017799409477948,534,0.12116785027421631,1.3905330830674452
252,gold,5,rng,skew_ratio,False,1.3905330830674452,0.06017799409477948,534,0.12116785027421631,1.3905330830674452
252,gold,5,rng,updn,False,1.3907905249085228,0.060189095027549835,534,0.12116785027421631,1.3907905249085228
126,gold,5,rng,updn,False,1.3907905249085228,0.060189095027549835,534,0.12116785027421631,1.3907905249085228
126,gold,10,rng,cvol_chg5,False,1.390830151617695,0.0852877840229437,266,0.17167901505579042,1.390830151617695
252,gold,10,rng,cvol_chg5,False,1.390830151617695,0.0852877840229437,266,0.17167901505579042,1.390830151617695
252,all,1,ret,cvol_z,False,1.4412090854487427,0.029272093137595406,2424,0.05687111245916712,1.4412090854487427
252,gold,5,rng,cvol_z,False,1.4443582830367676,0.06571471575306792,483,0.1274044114541212,1.4443582830367676
126,FX,1,rng,cvol_z,True,1.493569569945116,0.029575746671281655,2550,0.05544826240669376,1.493569569945116
252,FX,5,rng,skew,True,1.5176133155092941,0.06559356400842799,535,0.12105455632679274,1.5176133155092941
126,FX,5,rng,skew,True,1.5176133155092941,0.06559356400842799,535,0.12105455632679274,1.5176133155092941
126,FX,5,rng,cvol_chg5,False,1.5197205866644479,0.06574568854394941,534,0.12116785027421631,1.5197205866644479
252,FX,5,rng,cvol_chg5,False,1.5197205866644479,0.06574568854394941,534,0.12116785027421631,1.5197205866644479
252,FX,1,rng,cvol_z,True,1.6424702948179801,0.03335559735990195,2424,0.05687111245916712,1.6424702948179801
126,gold,5,rng,cvol_z,False,1.692149224651413,0.0749396660830606,509,0.12410781800982214,1.692149224651413
252,FX,1,ret,skew,True,1.7005595628123662,0.03287437956567577,2675,0.05413724338655716,1.7005595628123662
126,FX,1,ret,skew,True,1.7005595628123662,0.03287437956567577,2675,0.05413724338655716,1.7005595628123662
252,all,1,rng,skew,True,1.7431318147584303,0.03369644230305519,2675,0.05413724338655716,1.7431318147584303
126,all,1,rng,skew,True,1.7431318147584303,0.03369644230305519,2675,0.05413724338655716,1.7431318147584303
252,gold,1,ret,skew_ratio,False,1.7939538519715479,0.034684197942974865,2674,0.05414736533548856,1.7939538519715479
126,gold,1,ret,skew_ratio,False,1.7939538519715479,0.034684197942974865,2674,0.05414736533548856,1.7939538519715479
252,gold,1,ret,updn,False,1.7939760622225043,0.03468462683806752,2674,0.05414736533548856,1.7939760622225043
126,gold,1,ret,updn,False,1.7939760622225043,0.03468462683806752,2674,0.05414736533548856,1.7939760622225043
126,gold,1,ret,skew,False,1.8733836424262422,0.03621791705366965,2674,0.05414736533548856,1.8733836424262422
252,gold,1,ret,skew,False,1.8733836424262422,0.03621791705366965,2674,0.05414736533548856,1.8733836424262422
252,all,5,rng,cvol_chg5,False,1.9267147138741845,0.08324374948529062,534,0.12116785027421631,1.9267147138741845
126,all,5,rng,cvol_chg5,False,1.9267147138741845,0.08324374948529062,534,0.12116785027421631,1.9267147138741845
126,FX,1,rng,skew,False,1.9902650394218941,0.03846713837523559,2675,0.05413724338655716,1.9902650394218941
252,FX,1,rng,skew,False,1.9902650394218941,0.03846713837523559,2675,0.05413724338655716,1.9902650394218941
252,FX,1,rng,cvol_chg5,False,2.179081859635108,0.042149701794291936,2670,0.05418790998013285,2.179081859635108
126,FX,1,rng,cvol_chg5,False,2.179081859635108,0.042149701794291936,2670,0.05418790998013285,2.179081859635108
252,gold,1,ret,vrp_trail20,False,2.2420390859457853,0.0434955890711748,2654,0.05435100413367825,2.2420390859457853
126,gold,1,ret,vrp_trail20,False,2.2420390859457853,0.0434955890711748,2654,0.05435100413367825,2.2420390859457853
126,all,1,rng,cvol_z,True,2.3481253979262604,0.04646780845496106,2550,0.05544826240669376,2.3481253979262604
126,gold,5,rng,cvol_chg5,False,2.5284195288704585,0.1090694622123095,533,0.12128146291077878,2.5284195288704585
252,gold,5,rng,cvol_chg5,False,2.5284195288704585,0.1090694622123095,533,0.12128146291077878,2.5284195288704585
252,all,1,rng,cvol_chg5,False,2.5339092693477463,0.04899775682982881,2670,0.05418790998013285,2.5339092693477463
126,all,1,rng,cvol_chg5,False,2.5339092693477463,0.04899775682982881,2670,0.05418790998013285,2.5339092693477463
126,gold,1,rng,updn,False,2.5997484412492047,0.050230156337056374,2674,0.05414736533548856,2.5997484412492047
252,gold,1,rng,updn,False,2.5997484412492047,0.050230156337056374,2674,0.05414736533548856,2.5997484412492047
252,gold,1,rng,skew_ratio,False,2.6000227077131783,0.05023544211114774,2674,0.05414736533548856,2.6000227077131783
126,gold,1,rng,skew_ratio,False,2.6000227077131783,0.05023544211114774,2674,0.05414736533548856,2.6000227077131783
126,gold,1,rng,skew,False,2.6673242003794675,0.051532374973316364,2674,0.05414736533548856,2.6673242003794675
252,gold,1,rng,skew,False,2.6673242003794675,0.051532374973316364,2674,0.05414736533548856,2.6673242003794675
126,gold,1,ret,cvol_z,False,2.9872220533746057,0.05908722331695193,2549,0.05545913781376249,2.9872220533746057
126,FX,1,rng,cvol_z,False,2.9903031900092087,0.059136387782279705,2550,0.05544826240669376,2.9903031900092087
126,all,1,rng,cvol_z,False,3.401099212990377,0.06722580468203836,2550,0.05544826240669376,3.401099212990377
252,all,1,rng,cvol_z,True,3.4329403143347244,0.06958652361226804,2424,0.05687111245916712,3.4329403143347244
126,FX,1,rng,skew,True,3.4596243462562253,0.06676660704182696,2675,0.05413724338655716,3.4596243462562253
252,FX,1,rng,skew,True,3.4596243462562253,0.06676660704182696,2675,0.05413724338655716,3.4596243462562253
252,gold,1,ret,cvol_z,False,3.5576279742841455,0.07211587417602736,2423,0.05688284693003567,3.5576279742841455
252,FX,1,rng,cvol_z,False,3.632733111666247,0.07361502513604438,2424,0.05687111245916712,3.632733111666247
126,FX,1,rng,vrp_trail20,False,3.866247706677274,0.07485158577300302,2655,0.05434076757569432,3.866247706677274
252,FX,1,rng,vrp_trail20,False,3.866247706677274,0.07485158577300302,2655,0.05434076757569432,3.866247706677274
252,all,1,rng,cvol_z,False,3.872760602624846,0.07845001676676328,2424,0.05687111245916712,3.872760602624846
252,gold,1,rng,cvol_chg5,False,3.9050523589945167,0.07540103028220922,2669,0.05419806038014323,3.9050523589945167
126,gold,1,rng,cvol_chg5,False,3.9050523589945167,0.07540103028220922,2669,0.05419806038014323,3.9050523589945167
252,FX,1,rng,vrp_trail20,True,4.131986248695552,0.07996450895633075,2655,0.05434076757569432,4.131986248695552
126,FX,1,rng,vrp_trail20,True,4.131986248695552,0.07996450895633075,2655,0.05434076757569432,4.131986248695552
126,all,1,rng,vrp_trail20,False,4.168201584360034,0.08066082815932439,2655,0.05434076757569432,4.168201584360034
252,all,1,rng,vrp_trail20,False,4.168201584360034,0.08066082815932439,2655,0.05434076757569432,4.168201584360034
252,all,1,rng,vrp_trail20,True,4.846986056545941,0.0936890191427521,2655,0.05434076757569432,4.846986056545941
126,all,1,rng,vrp_trail20,True,4.846986056545941,0.0936890191427521,2655,0.05434076757569432,4.846986056545941
252,gold,1,rng,cvol_z,False,5.294373149929025,0.10698366222697357,2423,0.05688284693003567,5.294373149929025
126,gold,1,rng,vrp_trail20,False,5.514105795995903,0.10646647863544789,2654,0.05435100413367825,5.514105795995903
252,gold,1,rng,vrp_trail20,False,5.514105795995903,0.10646647863544789,2654,0.05435100413367825,5.514105795995903
126,gold,1,rng,cvol_z,False,5.711245744265985,0.11244835861168553,2549,0.05545913781376249,5.711245744265985
