position_id,bot,magic,account,ticket,symbol,direction,lots,open_price,close_price,pnl,swap,commission,net,result,time_open,time_close,session,day_of_week,comment,eng_regime,eng_conf,eng_score,eng_vol_z,eng_run_len,eng_decay,eng_bocpd,eng_consensus,eng_slope,eng_1h_regime,eng_exhaustion,eng_exit_type,eng_sig,eng_grade,eng_stars,eng_rr,eng_dist_pips,eng_vu_signal,eng_vu_mf,eng_vu_vwap,eng_vu_conf,eng_htf_bias,eng_zone_score,eng_composition,eng_close_reason
152135005586,RegimeV1,20260002,10011043879,152135005586,XAUUSD,SELL,1.37,4466.24,4473.55,-744.45,0.0,0.0,-744.45,LOSS,2026-06-02T04:52:51+00:00,2026-06-02T04:54:59+00:00,ASIA,Tuesday,RegimeBot S,BULL,100.0,,1.06,122,0.0,,,,,,regime_shift,,,,,,,,,,,,,
152135017543,RegimeV1,20260002,10011043879,152135017543,XAUUSD,SELL,1.3,4473.55,4480.87,-707.33,0.0,0.0,-707.33,LOSS,2026-06-02T04:55:57+00:00,2026-06-02T05:00:59+00:00,ASIA,Tuesday,RegimeBot S,BULL,87.0,,0.39,42,0.114,,,,,,regime_shift,,,,,,,,,,,,,
152140171578,RegimeV1,20260002,10011043879,152140171578,XAUUSD,BUY,1.8,4479.14,4473.63,-736.7,0.0,0.0,-736.7,LOSS,2026-06-03T03:05:49+00:00,2026-06-03T04:02:06+00:00,ASIA,Wednesday,RegimeBot L,BULL,100.0,,-0.05,11,0.049,,,,,,regime_shift,,,,,,,,,,,,,
152140345830,RegimeV1,20260002,10011043879,152140345830,XAUUSD,SELL,1.45,4476.88,4483.64,-727.89,0.0,0.0,-727.89,LOSS,2026-06-03T04:10:57+00:00,2026-06-03T05:41:17+00:00,ASIA,Wednesday,RegimeBot S,BULL,98.0,,-1.31,15,0.153,,,,,,regime_shift,,,,,,,,,,,,,
152140837843,RegimeV1,20260002,10011043879,152140837843,XAUUSD,BUY,1.92,4473.46,4468.35,-728.9,0.0,0.0,-728.9,LOSS,2026-06-03T07:39:08+00:00,2026-06-03T08:00:40+00:00,LONDON,Wednesday,RegimeBot L,BEAR,94.0,,-1.26,46,0.243,,,,,,regime_shift,,,,,,,,,,,,,
152140898345,RegimeV1,20260002,10011043879,152140898345,XAUUSD,SELL,1.87,4468.22,4472.9,-650.13,0.0,0.0,-650.13,LOSS,2026-06-03T08:01:40+00:00,2026-06-03T08:13:10+00:00,LONDON,Wednesday,RegimeBot S,BEAR,100.0,,-0.47,266,0.0,,,,,,regime_shift,,,,,,,,,,,,,
152140951976,RegimeV1,20260002,10011043879,152140951976,XAUUSD,BUY,1.91,4472.68,4467.63,-716.71,0.0,0.0,-716.71,LOSS,2026-06-03T08:17:15+00:00,2026-06-03T08:27:24+00:00,LONDON,Wednesday,RegimeBot L,BEAR,100.0,,-0.99,35,0.128,,,,,,regime_shift,,,,,,,,,,,,,
152140987815,RegimeV1,20260002,10011043879,152140987815,XAUUSD,BUY,1.44,4468.25,4463.13,-547.97,0.0,0.0,-547.97,LOSS,2026-06-03T08:28:27+00:00,2026-06-03T08:30:36+00:00,LONDON,Wednesday,RegimeBot L,BEAR,90.0,,-0.45,69,0.144,,,,,,regime_shift,,,,,,,,,,,,,
152141034666,RegimeV1,20260002,10011043879,152141034666,XAUUSD,BUY,1.47,4466.47,4461.38,-556.14,0.0,0.0,-556.14,LOSS,2026-06-03T08:36:24+00:00,2026-06-03T08:42:27+00:00,LONDON,Wednesday,RegimeBot L,BEAR,86.0,,1.27,92,0.249,,,,,,regime_shift,,,,,,,,,,,,,
152141070595,RegimeV1,20260002,10011043879,152141070595,XAUUSD,SELL,1.68,4463.78,4468.76,-622.29,0.0,0.0,-622.29,LOSS,2026-06-03T08:45:44+00:00,2026-06-03T09:18:17+00:00,LONDON,Wednesday,RegimeBot S,BEAR,78.0,,1.62,19,0.247,,,,,,regime_shift,,,,,,,,,,,,,
