pair,date,band,depth,gex,base,atr,rng,absret,fwd_date,rng_atr,ret_atr,cvol,rng_cvol,ret_cvol
AUD/USD,2026-07-28,long,0.004159226664970213,4765943344.661373,0.69732,0.0036074999999999914,0.011120000000000019,0.005579999999999918,2026-07-30,3.082467082467095,1.5467775467775278,8.1962,2.183963576211914,1.0959097801494857
AUD/USD,2026-07-29,long,0.0015442956660333066,3938222304.907983,0.69586,0.003755499999999995,0.009830000000000005,0.007179999999999964,2026-07-31,2.617494341632278,1.9118626015177669,7.4739,2.121629937430317,1.5496747660986359
AUD/USD,2026-07-30,long,0.002713127989048955,4169005183.366556,0.7029,0.003994999999999993,0.005859999999999976,0.0017000000000000348,2026-08-02,1.4668335419274057,0.42553191489362646,7.7843,1.2021807799941655,0.34875551638056856
AUD/USD,2026-07-31,long,0.014396095491912632,12454767713.667068,0.70304,0.004060999999999998,0.006630000000000025,0.0031200000000000117,2026-08-03,1.6326028071903542,0.7682836739719314,7.7085,1.3732477274193955,0.6462342246679508
AUD/USD,2026-08-01,long,0.014396095491912632,12454767713.667068,0.70304,0.004060999999999998,0.006630000000000025,0.0031200000000000117,2026-08-03,1.6326028071903542,0.7682836739719314,,,
AUD/USD,2026-08-02,long,0.013970599098066454,13179179457.039595,0.7046,0.004049499999999995,0.006630000000000025,0.00034999999999996145,2026-08-04,1.6372391653290612,0.08643042350906578,,,
AUD/USD,2026-08-03,long,0.014396095491912632,12454767713.667068,0.69992,0.004200499999999996,0.006819999999999937,0.005879999999999996,2026-08-05,1.6236162361623483,1.399833353172242,7.9396,1.37759837122807,1.1877241089180528
AUD/USD,2026-08-04,long,0.008200393570884371,8948093579.079317,0.70495,0.004364999999999991,0.0041799999999999615,0.0019699999999999163,2026-08-06,0.9576174112256517,0.45131729667810316,7.4215,0.896832932742372,0.4226700663881373
AUD/USD,2026-08-05,long,0.010581764777584464,5742990663.4992485,0.7058,0.004306999999999989,0.005530000000000035,0.0010499999999999954,2026-08-07,1.2839563501277105,0.24378918040399306,7.4551,1.179710042767836,0.22399557774072593
AUD/USD,2026-08-06,long,0.012506506938268228,5945865019.214559,0.70298,0.0040939999999999865,0.005530000000000035,0.0035399999999999876,2026-08-09,1.3507572056668424,0.8646800195407912,7.2603,1.2162220366409862,0.7785580487719799
AUD/USD,2026-08-07,long,0.009084214437212915,5560662782.999589,0.70685,0.004124499999999992,0.0021299999999999653,0.0012099999999999334,2026-08-10,0.516426233482839,0.2933688931991601,7.0841,0.47747752116327924,0.27124309887678194
