instrument,date,regime,hl_75_pct,oc_med_pct,side,filled,outcome,pnl_pct,open,high,low,close
EURUSD,2019-01-29 00:00:00+00:00,RANGE,0.7461,0.2604,,False,no_fill,0.0,1.143,1.14502,1.14113,1.14348
EURUSD,2019-01-30 00:00:00+00:00,RANGE,0.7237,0.2526,,False,no_fill,0.0,1.14348,1.15018,1.14063,1.14855
EURUSD,2019-01-31 00:00:00+00:00,RANGE,0.7291,0.2545,,False,no_fill,0.0,1.14853,1.15144,1.1436,1.14484
EURUSD,2019-02-01 00:00:00+00:00,RANGE,0.7217,0.2519,,False,no_fill,0.0,1.14482,1.14884,1.14345,1.14562
EURUSD,2019-02-03 00:00:00+00:00,RANGE,0.7004,0.2445,,False,no_fill,0.0,1.14521,1.14586,1.14521,1.14546
EURUSD,2019-02-04 00:00:00+00:00,RANGE,0.6791,0.237,,False,no_fill,0.0,1.14548,1.14603,1.14244,1.1435
EURUSD,2019-02-05 00:00:00+00:00,RANGE,0.6628,0.2314,,False,no_fill,0.0,1.14348,1.14404,1.14011,1.14091
EURUSD,2019-02-06 00:00:00+00:00,RANGE,0.6507,0.2271,,False,no_fill,0.0,1.14088,1.14091,1.13608,1.13658
EURUSD,2019-02-07 00:00:00+00:00,RANGE,0.6535,0.2281,,False,no_fill,0.0,1.13656,1.13677,1.13247,1.13382
EURUSD,2019-02-08 00:00:00+00:00,RANGE,0.6429,0.2244,,False,no_fill,0.0,1.13384,1.13509,1.13212,1.13224
EURUSD,2019-02-10 00:00:00+00:00,RANGE,0.6265,0.2187,,False,no_fill,0.0,1.13202,1.13249,1.1315,1.13241
EURUSD,2019-02-11 00:00:00+00:00,BEAR,0.6074,0.212,,False,no_fill,0.0,1.13239,1.133,1.12674,1.12787
EURUSD,2019-02-12 00:00:00+00:00,BEAR,0.6159,0.215,,False,no_fill,0.0,1.12784,1.13397,1.12578,1.13338
EURUSD,2019-02-13 00:00:00+00:00,BEAR,0.6359,0.222,BUY,True,win,0.41392,1.13336,1.13415,1.12493,1.12648
EURUSD,2019-02-14 00:00:00+00:00,BEAR,0.6747,0.2355,,False,no_fill,0.0,1.12646,1.13097,1.12499,1.12949
EURUSD,2019-02-15 00:00:00+00:00,BEAR,0.665,0.2321,,False,no_fill,0.0,1.12946,1.13061,1.12343,1.12946
EURUSD,2019-02-17 00:00:00+00:00,BEAR,0.6447,0.2251,,False,no_fill,0.0,1.12926,1.12958,1.12896,1.12951
EURUSD,2019-02-18 00:00:00+00:00,BEAR,0.6251,0.2182,,False,no_fill,0.0,1.12948,1.13338,1.12938,1.13118
EURUSD,2019-02-19 00:00:00+00:00,BEAR,0.6097,0.2128,,False,no_fill,0.0,1.13116,1.13576,1.12756,1.134
EURUSD,2019-02-20 00:00:00+00:00,BEAR,0.6016,0.21,,False,no_fill,0.0,1.13402,1.13712,1.1325,1.13463
EURUSD,2019-02-21 00:00:00+00:00,RANGE,0.5838,0.2038,,False,no_fill,0.0,1.13466,1.13664,1.13204,1.13398
EURUSD,2019-02-22 00:00:00+00:00,RANGE,0.5666,0.1978,,False,no_fill,0.0,1.13395,1.13556,1.13162,1.13342
EURUSD,2019-02-24 00:00:00+00:00,RANGE,0.5497,0.1919,,False,no_fill,0.0,1.13359,1.13424,1.13286,1.13424
EURUSD,2019-02-25 00:00:00+00:00,RANGE,0.534,0.1864,,False,no_fill,0.0,1.13421,1.13675,1.13368,1.1365
EURUSD,2019-02-26 00:00:00+00:00,RANGE,0.5254,0.1834,,False,no_fill,0.0,1.13647,1.14028,1.13453,1.13929
EURUSD,2019-02-27 00:00:00+00:00,RANGE,0.5211,0.1819,,False,no_fill,0.0,1.13931,1.14036,1.13624,1.13798
EURUSD,2019-02-28 00:00:00+00:00,RANGE,0.5079,0.1773,,False,no_fill,0.0,1.13796,1.14197,1.13596,1.1373
EURUSD,2019-03-01 00:00:00+00:00,RANGE,0.4931,0.1721,,False,no_fill,0.0,1.13728,1.14086,1.13532,1.13648
EURUSD,2019-03-03 00:00:00+00:00,RANGE,0.4792,0.1673,,False,no_fill,0.0,1.13828,1.13831,1.13723,1.1375
EURUSD,2019-03-04 00:00:00+00:00,RANGE,0.4663,0.1628,BUY,True,win,0.46634,1.13748,1.1375,1.13092,1.13364
EURUSD,2019-03-05 00:00:00+00:00,RANGE,0.4772,0.1666,,False,no_fill,0.0,1.13366,1.13386,1.12896,1.1306
EURUSD,2019-03-06 00:00:00+00:00,RANGE,0.4781,0.1669,,False,no_fill,0.0,1.13064,1.13246,1.12854,1.13132
EURUSD,2019-03-07 00:00:00+00:00,RANGE,0.4644,0.1621,BUY,True,loss,-0.23219,1.1313,1.13202,1.11764,1.11981
EURUSD,2019-03-08 00:00:00+00:00,BEAR,0.6428,0.2244,,False,no_fill,0.0,1.11978,1.12461,1.11854,1.12347
EURUSD,2019-03-10 00:00:00+00:00,BEAR,0.6402,0.2235,,False,no_fill,0.0,1.12336,1.12375,1.12309,1.12319
EURUSD,2019-03-11 00:00:00+00:00,BEAR,0.6208,0.2167,,False,no_fill,0.0,1.12316,1.12738,1.12218,1.12592
EURUSD,2019-03-12 00:00:00+00:00,BEAR,0.6117,0.2135,,False,no_fill,0.0,1.1259,1.1305,1.12494,1.12866
EURUSD,2019-03-13 00:00:00+00:00,BEAR,0.603,0.2105,,False,no_fill,0.0,1.12864,1.13387,1.12776,1.13304
EURUSD,2019-03-14 00:00:00+00:00,BEAR,0.6099,0.2129,,False,no_fill,0.0,1.13306,1.13362,1.12942,1.13066
EURUSD,2019-03-15 00:00:00+00:00,RANGE,0.5988,0.209,,False,no_fill,0.0,1.13069,1.13444,1.13002,1.1325
EURUSD,2019-03-17 00:00:00+00:00,RANGE,0.5851,0.2043,,False,no_fill,0.0,1.13226,1.13278,1.13194,1.13194
EURUSD,2019-03-18 00:00:00+00:00,RANGE,0.5677,0.1982,,False,no_fill,0.0,1.13196,1.13588,1.13194,1.13362
EURUSD,2019-03-19 00:00:00+00:00,RANGE,0.5545,0.1935,,False,no_fill,0.0,1.1336,1.13616,1.13338,1.13544
EURUSD,2019-03-20 00:00:00+00:00,RANGE,0.5424,0.1893,SELL,True,loss,-0.27118,1.13542,1.14482,1.13358,1.14284
EURUSD,2019-03-21 00:00:00+00:00,RANGE,0.6012,0.2099,BUY,True,win,0.60122,1.14286,1.14376,1.13428,1.13742
EURUSD,2019-03-22 00:00:00+00:00,RANGE,0.6207,0.2167,BUY,True,win,0.62071,1.13739,1.13906,1.12736,1.13014
EURUSD,2019-03-24 00:00:00+00:00,RANGE,0.6672,0.2329,,False,no_fill,0.0,1.1293,1.13002,1.12903,1.12958
EURUSD,2019-03-25 00:00:00+00:00,RANGE,0.6473,0.2259,,False,no_fill,0.0,1.12955,1.13314,1.12892,1.13154
EURUSD,2019-03-26 00:00:00+00:00,RANGE,0.6324,0.2207,,False,no_fill,0.0,1.13152,1.13259,1.12634,1.12742
EURUSD,2019-03-27 00:00:00+00:00,RANGE,0.6346,0.2215,,False,no_fill,0.0,1.12739,1.12856,1.12423,1.12522
EURUSD,2019-03-28 00:00:00+00:00,RANGE,0.6214,0.2169,,False,no_fill,0.0,1.1252,1.12612,1.12137,1.12299
EURUSD,2019-03-29 00:00:00+00:00,BEAR,0.609,0.2126,,False,no_fill,0.0,1.12302,1.12466,1.121,1.12178
EURUSD,2019-03-31 00:00:00+00:00,BEAR,0.5925,0.2068,,False,no_fill,0.0,1.12296,1.12313,1.12204,1.12232
EURUSD,2019-04-01 00:00:00+00:00,BEAR,0.5748,0.2007,,False,no_fill,0.0,1.1223,1.12498,1.11988,1.12052
EURUSD,2019-04-02 00:00:00+00:00,BEAR,0.5619,0.1962,,False,no_fill,0.0,1.12054,1.12161,1.11839,1.12035
EURUSD,2019-04-03 00:00:00+00:00,BEAR,0.5449,0.1902,,False,no_fill,0.0,1.12032,1.12546,1.12022,1.1245
EURUSD,2019-04-04 00:00:00+00:00,BEAR,0.5537,0.1933,,False,no_fill,0.0,1.12447,1.12478,1.12061,1.12224
EURUSD,2019-04-05 00:00:00+00:00,BEAR,0.5444,0.19,,False,no_fill,0.0,1.12222,1.12464,1.12103,1.12162
EURUSD,2019-04-07 00:00:00+00:00,BEAR,0.5284,0.1844,,False,no_fill,0.0,1.12176,1.1222,1.12144,1.12184
EURUSD,2019-04-08 00:00:00+00:00,BEAR,0.5124,0.1788,,False,no_fill,0.0,1.12186,1.12746,1.1215,1.1256
EURUSD,2019-04-09 00:00:00+00:00,RANGE,0.5189,0.1811,,False,no_fill,0.0,1.12558,1.12842,1.12558,1.12658
EURUSD,2019-04-10 00:00:00+00:00,RANGE,0.5046,0.1762,,False,no_fill,0.0,1.12655,1.12876,1.12298,1.1276
EURUSD,2019-04-11 00:00:00+00:00,RANGE,0.491,0.1714,,False,no_fill,0.0,1.12758,1.12874,1.125,1.12603
EURUSD,2019-04-12 00:00:00+00:00,RANGE,0.4801,0.1676,SELL,True,win,0.48008,1.12601,1.13239,1.12575,1.12988
EURUSD,2019-04-14 00:00:00+00:00,RANGE,0.49,0.171,,False,no_fill,0.0,1.13046,1.13072,1.13,1.13031
EURUSD,2019-04-15 00:00:00+00:00,RANGE,0.4754,0.1659,,False,no_fill,0.0,1.13028,1.1321,1.12976,1.13044
EURUSD,2019-04-16 00:00:00+00:00,RANGE,0.4609,0.1609,,False,no_fill,0.0,1.13042,1.1314,1.12788,1.12847
EURUSD,2019-04-17 00:00:00+00:00,RANGE,0.4537,0.1584,,False,no_fill,0.0,1.1285,1.13237,1.12815,1.12967
EURUSD,2019-04-18 00:00:00+00:00,RANGE,0.4424,0.1544,BUY,True,win,0.44245,1.12964,1.13042,1.12263,1.12352
EURUSD,2019-04-19 00:00:00+00:00,RANGE,0.494,0.1724,,False,no_fill,0.0,1.1235,1.12477,1.12324,1.12452
EURUSD,2019-04-21 00:00:00+00:00,RANGE,0.4806,0.1678,,False,no_fill,0.0,1.12447,1.12465,1.12378,1.12443
EURUSD,2019-04-22 00:00:00+00:00,RANGE,0.466,0.1627,,False,no_fill,0.0,1.12441,1.1262,1.1236,1.12586
EURUSD,2019-04-23 00:00:00+00:00,RANGE,0.4554,0.1589,BUY,True,win,0.45535,1.12588,1.12612,1.11924,1.12238
EURUSD,2019-04-24 00:00:00+00:00,RANGE,0.4628,0.1616,BUY,True,loss,-0.23141,1.1224,1.1224,1.11406,1.11534
EURUSD,2019-04-25 00:00:00+00:00,RANGE,0.5301,0.1851,,False,no_fill,0.0,1.11532,1.11625,1.11184,1.11356
EURUSD,2019-04-26 00:00:00+00:00,BEAR,0.519,0.1812,,False,no_fill,0.0,1.11354,1.11739,1.11115,1.11472
EURUSD,2019-04-28 00:00:00+00:00,BEAR,0.5053,0.1764,,False,no_fill,0.0,1.11465,1.11519,1.11463,1.11492
EURUSD,2019-04-29 00:00:00+00:00,BEAR,0.49,0.171,,False,no_fill,0.0,1.11495,1.11868,1.11452,1.1185
EURUSD,2019-04-30 00:00:00+00:00,BEAR,0.4964,0.1733,,False,no_fill,0.0,1.11848,1.12292,1.1176,1.12158
EURUSD,2019-05-01 00:00:00+00:00,BEAR,0.4968,0.1734,,False,no_fill,0.0,1.12156,1.12649,1.11873,1.12024
EURUSD,2019-05-02 00:00:00+00:00,RANGE,0.4847,0.1692,,False,no_fill,0.0,1.12022,1.12191,1.1171,1.1173
EURUSD,2019-05-03 00:00:00+00:00,RANGE,0.4845,0.1691,,False,no_fill,0.0,1.11728,1.12048,1.11354,1.12013
EURUSD,2019-05-05 00:00:00+00:00,RANGE,0.4832,0.1687,,False,no_fill,0.0,1.11738,1.12004,1.11708,1.11848
EURUSD,2019-05-06 00:00:00+00:00,RANGE,0.4731,0.1652,,False,no_fill,0.0,1.1185,1.12093,1.11794,1.12011
EURUSD,2019-05-07 00:00:00+00:00,RANGE,0.4634,0.1617,,False,no_fill,0.0,1.12013,1.1218,1.11666,1.11896
EURUSD,2019-05-08 00:00:00+00:00,RANGE,0.4516,0.1576,,False,no_fill,0.0,1.11894,1.12136,1.11829,1.1198
EURUSD,2019-05-09 00:00:00+00:00,RANGE,0.4391,0.1533,SELL,True,win,0.43914,1.11977,1.1251,1.11736,1.12186
EURUSD,2019-05-10 00:00:00+00:00,RANGE,0.4337,0.1514,,False,no_fill,0.0,1.12184,1.12536,1.12179,1.12336
EURUSD,2019-05-12 00:00:00+00:00,RANGE,0.4247,0.1483,,False,no_fill,0.0,1.12348,1.1242,1.12338,1.1236
EURUSD,2019-05-13 00:00:00+00:00,RANGE,0.4119,0.1438,,False,no_fill,0.0,1.12357,1.12636,1.122,1.12322
EURUSD,2019-05-14 00:00:00+00:00,RANGE,0.3996,0.1395,,False,no_fill,0.0,1.12325,1.12438,1.12012,1.12034
EURUSD,2019-05-15 00:00:00+00:00,RANGE,0.4042,0.1411,,False,no_fill,0.0,1.12036,1.12246,1.1178,1.12072
EURUSD,2019-05-16 00:00:00+00:00,RANGE,0.3922,0.1369,,False,no_fill,0.0,1.1207,1.1224,1.11664,1.11732
EURUSD,2019-05-17 00:00:00+00:00,RANGE,0.404,0.141,,False,no_fill,0.0,1.1173,1.11843,1.11553,1.11574
EURUSD,2019-05-19 00:00:00+00:00,RANGE,0.3968,0.1385,,False,no_fill,0.0,1.1161,1.11669,1.11606,1.11647
EURUSD,2019-05-20 00:00:00+00:00,RANGE,0.3858,0.1347,,False,no_fill,0.0,1.1165,1.11748,1.11508,1.11674
EURUSD,2019-05-21 00:00:00+00:00,RANGE,0.3742,0.1306,,False,no_fill,0.0,1.11672,1.1188,1.1142,1.11644
EURUSD,2019-05-22 00:00:00+00:00,RANGE,0.363,0.1267,,False,no_fill,0.0,1.11642,1.11802,1.11488,1.11552
EURUSD,2019-05-23 00:00:00+00:00,RANGE,0.3539,0.1235,BUY,True,win,0.35388,1.11554,1.11876,1.11072,1.11842
EURUSD,2019-05-24 00:00:00+00:00,RANGE,0.3623,0.1265,,False,no_fill,0.0,1.11839,1.12121,1.11774,1.12038
EURUSD,2019-05-26 00:00:00+00:00,RANGE,0.36,0.1257,,False,no_fill,0.0,1.12099,1.12118,1.1207,1.1207
EURUSD,2019-05-27 00:00:00+00:00,RANGE,0.3492,0.1219,,False,no_fill,0.0,1.12068,1.12152,1.11872,1.11936
EURUSD,2019-05-28 00:00:00+00:00,RANGE,0.3428,0.1197,,False,no_fill,0.0,1.11934,1.11984,1.11594,1.11684
EURUSD,2019-05-29 00:00:00+00:00,RANGE,0.3474,0.1213,BUY,True,win,0.34743,1.11681,1.11724,1.11244,1.11368
EURUSD,2019-05-30 00:00:00+00:00,RANGE,0.36,0.1257,,False,no_fill,0.0,1.11366,1.11433,1.11162,1.11296
EURUSD,2019-05-31 00:00:00+00:00,RANGE,0.3503,0.1223,SELL,True,win,0.35028,1.11298,1.11797,1.11252,1.11688
EURUSD,2019-06-02 00:00:00+00:00,RANGE,0.3745,0.1307,,False,no_fill,0.0,1.11664,1.1174,1.11624,1.11738
EURUSD,2019-06-03 00:00:00+00:00,RANGE,0.3636,0.1269,SELL,True,loss,-0.1818,1.11736,1.1262,1.11603,1.12457
EURUSD,2019-06-04 00:00:00+00:00,RANGE,0.4551,0.1589,,False,no_fill,0.0,1.12454,1.12774,1.12265,1.12538
EURUSD,2019-06-05 00:00:00+00:00,RANGE,0.4424,0.1544,SELL,True,win,0.44241,1.1254,1.13068,1.12198,1.12288
EURUSD,2019-06-06 00:00:00+00:00,RANGE,0.4404,0.1537,SELL,True,loss,-0.22019,1.12286,1.1309,1.12018,1.12758
EURUSD,2019-06-07 00:00:00+00:00,BULL,0.4663,0.1628,SELL,True,win,0.30352,1.12756,1.13478,1.12514,1.13333
EURUSD,2019-06-09 00:00:00+00:00,BULL,0.5064,0.1768,,False,no_fill,0.0,1.13213,1.13311,1.13146,1.13192
EURUSD,2019-06-10 00:00:00+00:00,BULL,0.4942,0.1725,,False,no_fill,0.0,1.1319,1.13244,1.12901,1.13182
EURUSD,2019-06-11 00:00:00+00:00,BULL,0.4791,0.1672,,False,no_fill,0.0,1.13184,1.13376,1.13013,1.13296
EURUSD,2019-06-12 00:00:00+00:00,BULL,0.4667,0.1629,,False,no_fill,0.0,1.13293,1.13434,1.12825,1.12926
EURUSD,2019-06-13 00:00:00+00:00,BULL,0.4757,0.1661,,False,no_fill,0.0,1.12924,1.13036,1.12686,1.12796
EURUSD,2019-06-14 00:00:00+00:00,BULL,0.4641,0.162,,False,no_fill,0.0,1.12793,1.12892,1.12025,1.12096
EURUSD,2019-06-16 00:00:00+00:00,RANGE,0.5296,0.1849,,False,no_fill,0.0,1.12108,1.12173,1.12098,1.12158
EURUSD,2019-06-17 00:00:00+00:00,RANGE,0.5141,0.1795,,False,no_fill,0.0,1.1216,1.1247,1.12039,1.12244
EURUSD,2019-06-18 00:00:00+00:00,RANGE,0.4996,0.1744,,False,no_fill,0.0,1.12242,1.12428,1.11816,1.11979
EURUSD,2019-06-19 00:00:00+00:00,RANGE,0.4959,0.1731,SELL,True,win,0.49586,1.11982,1.1254,1.11873,1.12358
EURUSD,2019-06-20 00:00:00+00:00,RANGE,0.5041,0.176,SELL,True,win,0.5041,1.12356,1.13174,1.12353,1.12945
EURUSD,2019-06-21 00:00:00+00:00,RANGE,0.5418,0.1891,SELL,True,win,0.54179,1.12943,1.13778,1.12831,1.13688
EURUSD,2019-06-23 00:00:00+00:00,RANGE,0.6021,0.2102,,False,no_fill,0.0,1.13719,1.13852,1.13672,1.13852
EURUSD,2019-06-24 00:00:00+00:00,BULL,0.5873,0.205,,False,no_fill,0.0,1.13848,1.14041,1.13726,1.13994
EURUSD,2019-06-25 00:00:00+00:00,BULL,0.5721,0.1997,,False,no_fill,0.0,1.13996,1.14122,1.13442,1.1368
EURUSD,2019-06-26 00:00:00+00:00,BULL,0.5684,0.1984,,False,no_fill,0.0,1.13678,1.13914,1.13476,1.13736
EURUSD,2019-06-27 00:00:00+00:00,BULL,0.5515,0.1925,,False,no_fill,0.0,1.13739,1.13815,1.13479,1.13712
EURUSD,2019-06-28 00:00:00+00:00,BULL,0.5348,0.1867,,False,no_fill,0.0,1.13714,1.13935,1.13508,1.13721
EURUSD,2019-06-30 00:00:00+00:00,BULL,0.5185,0.181,,False,no_fill,0.0,1.13614,1.13711,1.13593,1.13601
EURUSD,2019-07-01 00:00:00+00:00,BULL,0.5049,0.1763,,False,no_fill,0.0,1.13599,1.13638,1.12804,1.1287
EURUSD,2019-07-02 00:00:00+00:00,BULL,0.5688,0.1986,,False,no_fill,0.0,1.12874,1.13214,1.12752,1.12905
EURUSD,2019-07-03 00:00:00+00:00,RANGE,0.5517,0.1926,,False,no_fill,0.0,1.12907,1.13123,1.12689,1.12874
EURUSD,2019-07-04 00:00:00+00:00,RANGE,0.535,0.1868,,False,no_fill,0.0,1.12872,1.12952,1.12733,1.12854
EURUSD,2019-07-05 00:00:00+00:00,RANGE,0.5188,0.1811,BUY,True,win,0.51876,1.12857,1.1286,1.12076,1.12255
EURUSD,2019-07-07 00:00:00+00:00,RANGE,0.5568,0.1943,,False,no_fill,0.0,1.12248,1.12292,1.1224,1.12268
EURUSD,2019-07-08 00:00:00+00:00,RANGE,0.5398,0.1884,,False,no_fill,0.0,1.1227,1.12344,1.12071,1.12154
EURUSD,2019-07-09 00:00:00+00:00,BEAR,0.5254,0.1834,,False,no_fill,0.0,1.1215,1.12188,1.11935,1.12046
EURUSD,2019-07-10 00:00:00+00:00,BEAR,0.5112,0.1784,,False,no_fill,0.0,1.12044,1.12643,1.1202,1.12586
EURUSD,2019-07-11 00:00:00+00:00,BEAR,0.5405,0.1887,,False,no_fill,0.0,1.12588,1.12858,1.12454,1.12498
EURUSD,2019-07-12 00:00:00+00:00,BEAR,0.5252,0.1833,,False,no_fill,0.0,1.12496,1.1275,1.12382,1.12706
EURUSD,2019-07-14 00:00:00+00:00,RANGE,0.5159,0.1801,,False,no_fill,0.0,1.12705,1.12746,1.12653,1.12714
EURUSD,2019-07-15 00:00:00+00:00,RANGE,0.5002,0.1746,,False,no_fill,0.0,1.12716,1.12839,1.12532,1.126
EURUSD,2019-07-16 00:00:00+00:00,RANGE,0.4871,0.17,BUY,True,win,0.48711,1.12602,1.12635,1.1202,1.12116
EURUSD,2019-07-17 00:00:00+00:00,RANGE,0.5103,0.1781,,False,no_fill,0.0,1.12118,1.12336,1.11998,1.12272
EURUSD,2019-07-18 00:00:00+00:00,RANGE,0.4987,0.1741,,False,no_fill,0.0,1.12274,1.12821,1.12052,1.1261
EURUSD,2019-07-19 00:00:00+00:00,RANGE,0.5019,0.1752,BUY,True,win,0.50194,1.12608,1.12682,1.12036,1.12206
EURUSD,2019-07-21 00:00:00+00:00,RANGE,0.5127,0.179,,False,no_fill,0.0,1.12175,1.12198,1.12146,1.12176
EURUSD,2019-07-22 00:00:00+00:00,RANGE,0.4972,0.1736,,False,no_fill,0.0,1.12178,1.12254,1.1204,1.12043
EURUSD,2019-07-23 00:00:00+00:00,RANGE,0.485,0.1693,BUY,True,win,0.48498,1.12046,1.12082,1.1146,1.1151
EURUSD,2019-07-24 00:00:00+00:00,RANGE,0.5166,0.1803,,False,no_fill,0.0,1.11512,1.11558,1.1127,1.11422
EURUSD,2019-07-25 00:00:00+00:00,BEAR,0.5021,0.1753,,False,no_fill,0.0,1.11419,1.11877,1.11014,1.11448
EURUSD,2019-07-26 00:00:00+00:00,BEAR,0.4869,0.17,,False,no_fill,0.0,1.11446,1.11512,1.1112,1.1128
EURUSD,2019-07-28 00:00:00+00:00,BEAR,0.4769,0.1665,,False,no_fill,0.0,1.11252,1.11326,1.11238,1.11296
EURUSD,2019-07-29 00:00:00+00:00,BEAR,0.4624,0.1614,,False,no_fill,0.0,1.11293,1.11508,1.1113,1.11424
EURUSD,2019-07-30 00:00:00+00:00,BEAR,0.4513,0.1575,,False,no_fill,0.0,1.11422,1.11612,1.11321,1.1157
EURUSD,2019-07-31 00:00:00+00:00,BEAR,0.4415,0.1541,BUY,True,loss,-0.22074,1.11572,1.1162,1.10604,1.10715
EURUSD,2019-08-01 00:00:00+00:00,BEAR,0.5499,0.1919,,False,no_fill,0.0,1.10718,1.10958,1.1027,1.10792
EURUSD,2019-08-02 00:00:00+00:00,BEAR,0.534,0.1864,,False,no_fill,0.0,1.10788,1.11164,1.10698,1.11084
EURUSD,2019-08-04 00:00:00+00:00,BEAR,0.5311,0.1854,,False,no_fill,0.0,1.11045,1.11131,1.11045,1.11078
EURUSD,2019-08-05 00:00:00+00:00,BEAR,0.5149,0.1797,,False,no_fill,0.0,1.1108,1.12452,1.11066,1.1242
EURUSD,2019-08-06 00:00:00+00:00,BEAR,0.7346,0.2564,,False,no_fill,0.0,1.12418,1.12496,1.11676,1.12054
EURUSD,2019-08-07 00:00:00+00:00,RANGE,0.7271,0.2538,,False,no_fill,0.0,1.12056,1.12418,1.11795,1.12041
EURUSD,2019-08-08 00:00:00+00:00,RANGE,0.7049,0.2461,,False,no_fill,0.0,1.12038,1.12313,1.11773,1.11862
EURUSD,2019-08-09 00:00:00+00:00,RANGE,0.6872,0.2399,,False,no_fill,0.0,1.11865,1.12231,1.11834,1.12001
EURUSD,2019-08-11 00:00:00+00:00,RANGE,0.6686,0.2334,,False,no_fill,0.0,1.1198,1.1208,1.1198,1.12076
EURUSD,2019-08-12 00:00:00+00:00,RANGE,0.6489,0.2265,,False,no_fill,0.0,1.12073,1.12308,1.1162,1.12161
EURUSD,2019-08-13 00:00:00+00:00,RANGE,0.6301,0.2199,,False,no_fill,0.0,1.12163,1.12285,1.117,1.11766
EURUSD,2019-08-14 00:00:00+00:00,RANGE,0.6311,0.2203,,False,no_fill,0.0,1.11768,1.11908,1.11307,1.1143
EURUSD,2019-08-15 00:00:00+00:00,RANGE,0.6266,0.2187,,False,no_fill,0.0,1.11432,1.11584,1.10914,1.11105
EURUSD,2019-08-16 00:00:00+00:00,RANGE,0.6215,0.2169,,False,no_fill,0.0,1.11108,1.11114,1.10665,1.10904
EURUSD,2019-08-18 00:00:00+00:00,RANGE,0.608,0.2122,,False,no_fill,0.0,1.10942,1.11014,1.10898,1.1092
EURUSD,2019-08-19 00:00:00+00:00,BEAR,0.5895,0.2058,,False,no_fill,0.0,1.10922,1.11139,1.10764,1.10817
EURUSD,2019-08-20 00:00:00+00:00,BEAR,0.5731,0.2,,False,no_fill,0.0,1.1082,1.11068,1.10657,1.10974
