combo,ic_select,n_select
leg_discretionary_staples_yahoo+jordan_composite_yahoo+vix+hy_ig_oas_diff+copper_gold_ratio_yahoo+hangseng+usd_basket+nas_rvol,0.4687019961375119,12367
leg_discretionary_staples_yahoo+jordan_composite_yahoo+vix+hy_ig_oas_diff+hangseng+usd_basket+nas_rvol,0.4686910203825801,12367
leg_discretionary_staples_yahoo+jordan_composite_yahoo+vix+hy_ig_oas_diff+copper_gold_ratio_yahoo+usd_basket+nas_rvol,0.46869049036796845,12367
leg_discretionary_staples_yahoo+jordan_composite_yahoo+vix+hy_ig_oas_diff+usd_basket+nas_rvol,0.46867527263407366,12367
leg_discretionary_staples_yahoo+jordan_composite_yahoo+vix+hy_ig_oas_diff+hangseng+leg_hy_ig_credit_yahoo+usd_basket+nas_rvol,0.46822498252408756,12367
leg_discretionary_staples_yahoo+jordan_composite_yahoo+vix+hy_ig_oas_diff+copper_gold_ratio_yahoo+hangseng+leg_hy_ig_credit_yahoo+usd_basket+nas_rvol,0.4682166536256201,12367
leg_discretionary_staples_yahoo+jordan_composite_yahoo+vix+hy_ig_oas_diff+copper_gold_ratio_yahoo+leg_hy_ig_credit_yahoo+usd_basket+nas_rvol,0.46818997377141425,12367
leg_discretionary_staples_yahoo+jordan_composite_yahoo+vix+hy_ig_oas_diff+leg_hy_ig_credit_yahoo+usd_basket+nas_rvol,0.46818730043357004,12367
leg_discretionary_staples_yahoo+jordan_composite_yahoo+vix+hy_ig_oas_diff+copper_gold_ratio_yahoo+nas_rvol,0.46757978963622066,12367
leg_discretionary_staples_yahoo+jordan_composite_yahoo+vix+hy_ig_oas_diff+copper_gold_ratio_yahoo+hangseng+nas_rvol,0.46757104534361454,12367
leg_discretionary_staples_yahoo+jordan_composite_yahoo+vix+hy_ig_oas_diff+nas_rvol,0.4675173206914572,12367
leg_discretionary_staples_yahoo+jordan_composite_yahoo+vix+hy_ig_oas_diff+hangseng+nas_rvol,0.4675093031617435,12367
leg_discretionary_staples_yahoo+jordan_composite_yahoo+vix+hy_ig_oas_diff+copper_gold_ratio_yahoo+hangseng+leg_hy_ig_credit_yahoo+nas_rvol,0.46720428054591173,12367
leg_discretionary_staples_yahoo+jordan_composite_yahoo+vix+hy_ig_oas_diff+copper_gold_ratio_yahoo+leg_hy_ig_credit_yahoo+nas_rvol,0.4672006758298819,12367
leg_discretionary_staples_yahoo+jordan_composite_yahoo+vix+hy_ig_oas_diff+leg_hy_ig_credit_yahoo+nas_rvol,0.4671683702684629,12367
leg_discretionary_staples_yahoo+jordan_composite_yahoo+vix+hy_ig_oas_diff+hangseng+leg_hy_ig_credit_yahoo+nas_rvol,0.46716720110347026,12367
leg_discretionary_staples_yahoo+jordan_composite_yahoo+vix+copper_gold_ratio_yahoo+hangseng+usd_basket+nas_rvol,0.4660759018908899,12367
leg_discretionary_staples_yahoo+jordan_composite_yahoo+vix+copper_gold_ratio_yahoo+usd_basket+nas_rvol,0.46606771269851516,12367
leg_discretionary_staples_yahoo+jordan_composite_yahoo+vix+hangseng+usd_basket+nas_rvol,0.46606137621303767,12367
leg_discretionary_staples_yahoo+jordan_composite_yahoo+vix+usd_basket+nas_rvol,0.46605590026139215,12367
leg_discretionary_staples_yahoo+jordan_composite_yahoo+vix+copper_gold_ratio_yahoo+hangseng+leg_hy_ig_credit_yahoo+usd_basket+nas_rvol,0.4655914612622299,12367
leg_discretionary_staples_yahoo+jordan_composite_yahoo+vix+copper_gold_ratio_yahoo+leg_hy_ig_credit_yahoo+usd_basket+nas_rvol,0.4655787948576924,12367
leg_discretionary_staples_yahoo+jordan_composite_yahoo+vix+hangseng+leg_hy_ig_credit_yahoo+usd_basket+nas_rvol,0.4655715141688953,12367
leg_discretionary_staples_yahoo+jordan_composite_yahoo+vix+leg_hy_ig_credit_yahoo+usd_basket+nas_rvol,0.46556431944941795,12367
leg_discretionary_staples_yahoo+jordan_composite_yahoo+vix+copper_gold_ratio_yahoo+nas_rvol,0.46519961966962126,12367
leg_discretionary_staples_yahoo+jordan_composite_yahoo+vix+copper_gold_ratio_yahoo+hangseng+nas_rvol,0.4651500614921363,12367
leg_discretionary_staples_yahoo+jordan_composite_yahoo+vix+nas_rvol,0.4651090741364527,12367
leg_discretionary_staples_yahoo+jordan_composite_yahoo+vix+hangseng+nas_rvol,0.4650628986920049,12367
leg_discretionary_staples_yahoo+jordan_composite_yahoo+vix+copper_gold_ratio_yahoo+leg_hy_ig_credit_yahoo+nas_rvol,0.4647823031192643,12367
leg_discretionary_staples_yahoo+jordan_composite_yahoo+vix+leg_hy_ig_credit_yahoo+nas_rvol,0.4647465876074816,12367
leg_discretionary_staples_yahoo+jordan_composite_yahoo+vix+copper_gold_ratio_yahoo+hangseng+leg_hy_ig_credit_yahoo+nas_rvol,0.46474516331018756,12367
leg_discretionary_staples_yahoo+jordan_composite_yahoo+vix+hangseng+leg_hy_ig_credit_yahoo+nas_rvol,0.4647100779366154,12367
leg_discretionary_staples_yahoo+vix+hy_ig_oas_diff+hangseng+leg_hy_ig_credit_yahoo+usd_basket+nas_rvol,0.46192208796364437,12367
leg_discretionary_staples_yahoo+vix+hy_ig_oas_diff+copper_gold_ratio_yahoo+hangseng+leg_hy_ig_credit_yahoo+usd_basket+nas_rvol,0.46192184952336823,12367
leg_discretionary_staples_yahoo+vix+hy_ig_oas_diff+leg_hy_ig_credit_yahoo+usd_basket+nas_rvol,0.4618324454430052,12367
leg_discretionary_staples_yahoo+vix+hy_ig_oas_diff+copper_gold_ratio_yahoo+leg_hy_ig_credit_yahoo+usd_basket+nas_rvol,0.46182840243602324,12367
leg_discretionary_staples_yahoo+vix+hy_ig_oas_diff+copper_gold_ratio_yahoo+hangseng+leg_hy_ig_credit_yahoo+nas_rvol,0.4610141247392982,12367
leg_discretionary_staples_yahoo+vix+hy_ig_oas_diff+copper_gold_ratio_yahoo+leg_hy_ig_credit_yahoo+nas_rvol,0.4610112443277188,12367
leg_discretionary_staples_yahoo+vix+hy_ig_oas_diff+hangseng+leg_hy_ig_credit_yahoo+nas_rvol,0.4610028029468283,12367
leg_discretionary_staples_yahoo+vix+hy_ig_oas_diff+leg_hy_ig_credit_yahoo+nas_rvol,0.4609965156587307,12367
leg_discretionary_staples_yahoo+vix+hy_ig_oas_diff+copper_gold_ratio_yahoo+hangseng+usd_basket+nas_rvol,0.4595611127628683,12367
leg_discretionary_staples_yahoo+vix+hy_ig_oas_diff+hangseng+usd_basket+nas_rvol,0.4595529319894665,12367
leg_discretionary_staples_yahoo+vix+hy_ig_oas_diff+copper_gold_ratio_yahoo+usd_basket+nas_rvol,0.45944739999354706,12367
leg_discretionary_staples_yahoo+vix+hy_ig_oas_diff+usd_basket+nas_rvol,0.45944056545002543,12367
leg_discretionary_staples_yahoo+vix+hy_ig_oas_diff+copper_gold_ratio_yahoo+hangseng+nas_rvol,0.4589788167884338,12367
leg_discretionary_staples_yahoo+vix+hy_ig_oas_diff+hangseng+nas_rvol,0.4589394476392216,12367
leg_discretionary_staples_yahoo+vix+hy_ig_oas_diff+copper_gold_ratio_yahoo+nas_rvol,0.45890480830624336,12367
leg_discretionary_staples_yahoo+vix+hy_ig_oas_diff+nas_rvol,0.45888126476675883,12367
leg_discretionary_staples_yahoo+vix+copper_gold_ratio_yahoo+hangseng+leg_hy_ig_credit_yahoo+usd_basket+nas_rvol,0.4579294352470417,12367
leg_discretionary_staples_yahoo+vix+hangseng+leg_hy_ig_credit_yahoo+usd_basket+nas_rvol,0.4579269637297983,12367
leg_discretionary_staples_yahoo+vix+leg_hy_ig_credit_yahoo+usd_basket+nas_rvol,0.45789507316599465,12367
leg_discretionary_staples_yahoo+vix+copper_gold_ratio_yahoo+leg_hy_ig_credit_yahoo+usd_basket+nas_rvol,0.4578911872581831,12367
leg_discretionary_staples_yahoo+vix+copper_gold_ratio_yahoo+hangseng+leg_hy_ig_credit_yahoo+nas_rvol,0.4572068399429707,12367
leg_discretionary_staples_yahoo+vix+copper_gold_ratio_yahoo+leg_hy_ig_credit_yahoo+nas_rvol,0.4572001865691408,12367
leg_discretionary_staples_yahoo+vix+hangseng+leg_hy_ig_credit_yahoo+nas_rvol,0.457197992617874,12367
leg_discretionary_staples_yahoo+vix+leg_hy_ig_credit_yahoo+nas_rvol,0.4571966367286975,12367
leg_discretionary_staples_yahoo+vix+copper_gold_ratio_yahoo+hangseng+usd_basket+nas_rvol,0.4553757179466278,12367
leg_discretionary_staples_yahoo+vix+copper_gold_ratio_yahoo+usd_basket+nas_rvol,0.4553568878485709,12367
leg_discretionary_staples_yahoo+vix+hangseng+usd_basket+nas_rvol,0.4553408226058259,12367
leg_discretionary_staples_yahoo+vix+usd_basket+nas_rvol,0.45531761884833494,12367
