combo,target_lag_h,ic_select,n_select
hy_ig_oas_diff+copper_gold_ratio_yahoo,3,0.05357769872644285,12368
copper_gold_ratio_yahoo+hangseng+usd_basket,3,0.053294468262205734,12368
hy_ig_oas_diff+usd_basket,6,0.05291595642721005,12368
copper_gold_ratio_yahoo+hangseng,3,0.05277294796893309,12368
hy_ig_oas_diff+hangseng+usd_basket,3,0.052762014364789986,12368
hy_ig_oas_diff+hangseng,3,0.05254632451485021,12368
hangseng+leg_hy_ig_credit_yahoo+usd_basket,3,0.044967026156909486,12368
hangseng+leg_hy_ig_credit_yahoo,3,0.044802748378716034,12368
copper_gold_ratio_yahoo+leg_hy_ig_credit_yahoo,3,0.040419691004670695,12368
hangseng+usd_basket,3,0.037526979817191025,12368
copper_gold_ratio_yahoo+leg_hy_ig_credit_yahoo+usd_basket,3,0.03359671749185379,12368
hy_ig_oas_diff+copper_gold_ratio_yahoo+usd_basket,3,0.03136907868707262,12368
copper_gold_ratio_yahoo+usd_basket,3,0.01607454051752214,12368
