date,spike_ratio,join_ok,r0,r1,r5
2019-03-20,19.72549019607838,True,-0.006409118317740897,0.006176786514505121,0.007998645806306555
2019-05-01,16.114285714282634,True,-0.0006281622805263586,0.005377746841875391,0.00522542469012754
2019-06-19,14.954545454544652,True,-0.003466316487873559,-0.0061277823093949255,-0.010892492445548824
2019-07-31,26.100000000002886,True,0.0020021788389718753,0.0016319962261158187,0.0005884364954406922
2019-09-18,13.025641025637201,True,0.002399720527662045,-0.002715094664726221,0.0030954596045602986
2019-10-30,5.884615384617159,True,0.0002473468992099875,-0.004959975467788595,0.0005650552038403634
2019-12-11,7.891891891887642,True,-0.0010805659264354426,0.0020559452346456297,0.001734217152183814
2020-01-29,3.1034482758611714,True,-0.00036190235398072184,-0.0004982108194910242,0.003031997319353106
2020-04-29,4.759493670885926,True,-0.0016237049153672077,-0.00250015631883616,0.008813225704576681
2020-06-10,18.888888888893685,True,-0.0031084705244214953,0.012932599656238811,0.013852627040115275
2020-07-29,5.526315789472977,True,-0.0008641023726551213,-0.0006369371175926293,-0.0025389174095825063
2020-09-16,9.49999999999854,True,-0.0004664169533897939,0.0008730941280948875,0.01803272959776254
2020-11-05,3.5636363636359674,True,-0.0009632124876839491,-0.002543936819009715,0.003803521054562403
2020-12-16,7.818181818180656,True,0.0023150136037629857,-0.008543254409050606,-0.0018676956790061258
2021-01-27,4.966666666667185,True,0.0012269473256246324,-0.0009561692905546234,0.00555426879760089
2021-03-17,17.333333333335553,True,-0.004744672592203543,0.0006746929272107918,0.013790951598301484
2021-04-28,13.181818181818869,True,-0.001021367515311716,-0.0007151443453817174,0.002706607176217184
2021-06-16,29.34883720930725,True,0.006566486344955857,0.008243939774774207,0.006914198122332423
2021-07-28,17.249999999998842,True,-0.00018193370966380318,-0.007771423909973614,-0.005642122028829635
2021-09-22,20.850000000002332,True,-0.002118543336147018,-0.0017713418177094642,0.016197958291648756
2021-11-03,16.53658536584386,True,0.0003069189017987787,0.003221922108186204,0.007079999184187869
2021-12-15,15.500000000005782,True,0.0015921611722814204,-0.008371555595482267,-0.008367490301298113
2022-01-26,9.686274509803614,True,-0.0003176419082173655,0.011770799835078177,0.001100802270635405
2022-03-16,7.616161616163071,True,0.0028982504323576347,-0.012677081743159842,-0.013316260574259551
2022-05-04,10.162162162159584,True,0.00042683203293833477,0.006244403876250906,0.013065340463857444
2022-06-15,15.466666666661574,True,0.0031282341329707817,-0.021781995560572944,-0.012241218051447067
2022-07-27,6.829787234043317,True,-0.0008844224442183881,-0.007772732045247628,-0.00638037449146815
2022-09-21,14.250000000001924,True,0.003879468448801095,-0.0005331504441704647,0.015157315887773746
2022-11-02,13.865384615384166,True,-0.006996214640571814,0.02187085410985958,0.002145461451172938
2022-12-14,8.016393442623059,True,0.0045067287481173335,0.010952300014528774,0.006072324113025585
2023-02-01,9.452054794519482,True,0.0007562616813953765,-0.0036945438002313783,0.013540673262800897
2023-03-22,14.512195121946828,True,-0.004663098346067538,-0.002501971862115049,0.00020042514767970959
2023-05-03,15.157894736836857,True,-0.0007481366031241998,-0.0032531290078384617,-0.005838488187266779
2023-06-14,19.061224489791776,True,0.004775975456570119,-0.00961947178375949,-0.006204522973505698
2023-07-26,7.448275862068438,True,0.00017596986996809607,0.0005751808152846571,0.015717329854855265
2023-09-20,23.644444444452844,True,0.002817004239039876,0.0040561840786451945,0.016480604586733654
2023-11-01,5.9473684210522935,True,-0.0005286160981486251,-0.007591098602941574,-0.009987878889407017
2023-12-13,21.79310344828286,True,-0.007559077151746796,-0.009210119031466648,-0.011022356359975624
2024-01-31,13.903225806455252,True,0.0023326296872259534,-0.0027378013439166462,0.007398433852733387
2024-03-20,12.205128205124936,True,-0.0014435357629831028,0.002629225440494613,0.006851406203449638
2024-05-01,7.873015873017137,True,-0.0017253422968238183,-0.008530976362817466,-0.0079111721190127
2024-06-12,14.666666666661733,True,0.0007837119389371547,0.005682239418342131,0.005227704205244164
2024-07-31,9.437500000004423,True,0.0002843975462774144,-0.00019990189590989683,-0.008794011380311523
2024-09-18,17.4237288135637,True,-0.005438896511452735,0.003112946430387547,0.0033815039912380835
2024-11-07,11.91666666667164,True,0.0007661219462532812,0.005635714080960469,0.020697436809939018
2024-12-18,18.222222222218697,True,0.006261553556565664,0.005242335556035728,
2025-01-29,6.27848101265778,True,0.002027589623760221,-0.00301411045956174,-0.00966192198676064
2025-03-19,6.307692307692383,True,-0.001944845276693155,0.00279836098247261,0.006920514296724251
2025-05-07,2.4923076923074716,True,-0.0004300692440223273,0.010530421987775249,0.013306139312963695
2025-06-18,8.929577464788583,True,-0.0005389364864413698,0.004386279992543982,-0.003934543251374239
2025-07-30,4.852459016395699,True,-8.071899968944053e-05,0.006272292391917295,-0.0066035268924987045
2025-09-17,12.952380952378535,True,-0.0024738996197485362,0.01081910743708383,0.01741737253436154
2025-10-29,4.967741935485442,True,0.0008804043912717137,0.00682218369669818,0.015056772231808735
2025-12-10,11.124999999998959,True,-0.0009729578288975182,-0.005595613779528544,-0.001916061980814128
2026-01-28,13.103448275861593,True,0.00045462409381935446,-0.005221857589030979,0.008050797978635142
2026-03-18,3.3972602739717943,True,0.0002609189196900304,-0.002176956767139179,0.002680982170642793
2026-04-29,3.699999999999195,True,0.0015949382106576501,-0.011094887153947242,-0.014023374500070504
