Year,Month,Date,IFO_Level,DAX_Price,DAX_Return,IFO_Previous,IFO_Direction,Position,Strategy_Return,Cum_Strategy,Cum_BuyHold
2022,1,2022-01-01,95.7,15471.2,-2.604114861572593,93.4,2.299999999999997,1,-2.604114861572593,4.645639018667235,1.726611034251821
2022,2,2022-02-01,98.3,14461.02,-6.529422410672736,95.7,2.5999999999999943,1,-6.529422410672736,4.2770113993566925,1.548579082329507
2022,3,2022-03-01,83.2,14414.75,-0.31996359869497226,98.3,-15.099999999999994,-1,0.31996359869497226,4.293895914933618,1.540424556982098
2022,4,2022-04-01,85.5,14097.88,-2.1982344473542748,83.2,2.299999999999997,1,-2.1982344473542748,4.177523671324466,1.4845800692614701
2022,5,2022-05-01,85.4,14388.35,2.0603807097237414,85.5,-0.09999999999999432,-1,-2.0603807097237414,4.070846972359116,1.5357718777261744
2022,6,2022-06-01,85.1,12783.77,-11.151938895008806,85.4,-0.30000000000001137,-1,11.151938895008806,4.636344728176009,1.2529841474053338
2022,7,2022-07-01,80.4,13484.05,5.477883284821283,85.1,-4.699999999999989,-1,-5.477883284821283,4.32759234243635,1.3763999894257237
2022,8,2022-08-01,81.3,12834.96,-4.813761444076525,80.4,0.8999999999999915,1,-4.813761444076525,4.071134756358576,1.2620057629777097
2022,9,2022-09-01,77.4,12114.36,-5.614353297556041,81.3,-3.8999999999999915,-1,5.614353297556041,4.355846177775704,1.135008767833063
2022,10,2022-10-01,77.0,13253.74,9.405201760555236,77.4,-0.4000000000000057,-1,-9.405201760555236,3.8521180387709135,1.3358106500533067
2022,11,2022-11-01,80.8,14397.04,8.626244365741309,77.0,3.799999999999997,1,8.626244365741309,4.270673597709507,1.5373033846479154
2022,12,2022-12-01,84.5,13923.59,-3.2885231964348227,80.8,3.700000000000003,1,-3.2885231964348227,4.097346273840464,1.453863574279843
2023,1,2023-01-01,86.6,15128.27,8.652078953775577,84.5,2.0999999999999943,1,8.652078953775577,4.538372698000479,1.6661737881444743
2023,2,2023-02-01,88.2,15365.14,1.565744133334479,86.6,1.6000000000000085,1,1.565744133334479,4.625089443601619,1.707919247816848
2023,3,2023-03-01,89.8,15628.84,1.716222566146497,88.2,1.5999999999999943,1,1.716222566146497,4.721628497998635,1.7543931690209051
2023,4,2023-04-01,90.7,15922.38,1.8781944149405705,89.8,0.9000000000000057,1,1.8781944149405705,4.829091804891694,1.8061260276869602
2023,5,2023-05-01,87.2,15664.02,-1.6226217437342871,90.7,-3.5,-1,1.6226217437342871,4.9236759159801,1.7605932166051241
2023,6,2023-06-01,83.0,16147.9,3.089117608378933,87.2,-4.200000000000003,-1,-3.089117608378933,4.740686600196256,1.8458711877549874
2023,7,2023-07-01,83.6,16446.83,1.8512004656952463,83.0,0.5999999999999943,1,1.8512004656952463,4.846958217273194,1.8985539684357944
2023,8,2023-08-01,82.8,15947.08,-3.0385794709375746,83.6,-0.7999999999999972,-1,3.0385794709375746,5.024622689337555,1.810479102596858
2023,9,2023-09-01,83.7,15386.58,-3.5147500357432193,82.8,0.9000000000000057,1,-3.5147500357432193,4.81287226121067,1.711697787333779
2023,10,2023-10-01,84.8,14810.34,-3.745081753060131,83.7,1.0999999999999943,1,-3.745081753060131,4.595175442827375,1.6101424883022064
2023,11,2023-11-01,85.2,16215.43,9.487223115742104,84.8,0.4000000000000057,1,9.487223115742104,5.12600222080562,1.8577725298062195
2023,12,2023-12-01,85.1,16751.64,3.3067886574700722,85.2,-0.10000000000000853,-1,-3.3067886574700722,4.923428274211655,1.9522730276781473
2024,1,2024-01-01,84.3,16903.76,0.9080901929602092,85.1,-0.7999999999999972,-1,-0.9080901929602092,4.869638202966507,1.9790823295119018
2024,2,2024-02-01,84.8,17678.19,4.58140674027554,84.3,0.5,1,4.58140674027554,5.138550203227003,2.1155662081545175
2024,3,2024-03-01,87.3,18492.49,4.6062407972762065,84.8,2.5,1,4.6062407972762065,5.421306607049327,2.2590766899006822
2024,4,2024-04-01,89.3,17932.17,-3.029986767601356,87.3,2.0,1,-3.029986767601356,5.226741866548621,2.160327097450711
2024,5,2024-05-01,89.4,18497.94,3.1550559692441027,89.3,0.10000000000000853,1,3.1550559692441027,5.423199057498585,2.2600371861864685
2024,6,2024-06-01,88.1,18235.45,-1.4190228749795808,89.4,-1.3000000000000114,-1,1.4190228749795808,5.514345721429962,2.213776512781642
2024,7,2024-07-01,86.9,18508.65,1.4981807413581905,88.1,-1.1999999999999886,-1,-1.4981807413581905,5.416749048406007,2.2619246935664292
2024,8,2024-08-01,86.6,18906.92,2.15180469672287,86.9,-0.30000000000001137,-1,-2.15180469672287,5.278673141005486,2.3321149423261547
2024,9,2024-09-01,86.7,19324.93,2.210883634140326,86.6,0.10000000000000853,1,2.210883634140326,5.417487297921141,2.405784126256788
2024,10,2024-10-01,87.3,19077.54,-1.2801598763876432,86.7,0.5999999999999943,1,-1.2801598763876432,5.33533320046088,2.362184644396069
2024,11,2024-11-01,87.1,19626.45,2.8772577596482662,87.3,-0.20000000000000284,-1,-2.8772577596482662,5.153049334351047,2.4589233629706575
2024,12,2024-12-01,84.8,19909.14,1.4403521778008743,87.1,-2.299999999999997,-1,-1.4403521778008743,5.064423754262559,2.5087440409576685
2025,1,2025-01-01,84.7,21732.05,9.156146372972419,84.8,-0.09999999999999432,-1,-9.156146372972419,4.5091562386449695,2.8300097812006997
2025,2,2025-02-01,85.8,22551.43,3.770376011466947,84.7,1.0999999999999943,1,3.770376011466947,4.716872143901075,2.9744155512279287
2025,3,2025-03-01,87.7,22163.49,-1.720245678433685,85.8,1.9000000000000057,1,-1.720245678433685,4.618527897904037,2.9060458394649338
2025,4,2025-04-01,87.3,22496.98,1.5046817987600214,87.7,-0.4000000000000057,-1,-1.5046817987600214,4.53398693126602,2.9648194002625856
2025,5,2025-05-01,88.8,23997.48,6.6697841221355025,87.3,1.5,1,6.6697841221355025,4.903091912928655,3.229264295092648
2025,6,2025-06-01,90.3,23909.61,-0.36616344716194904,88.8,1.5,1,-0.36616344716194904,4.881476948091137,3.2137782751601467
2025,7,2025-07-01,90.7,24065.47,0.6518717787534101,90.3,0.4000000000000057,1,0.6518717787534101,4.919816636489631,3.241246706555158
2025,8,2025-08-01,91.4,23902.21,-0.6783993830164259,90.7,0.7000000000000028,1,-0.6783993830164259,4.879656636951982,3.2124741150656835
2025,9,2025-09-01,89.7,23880.72,-0.08990800432260304,91.4,-1.7000000000000028,-1,0.08990800432260304,4.884942918895287,3.208686763656222
2025,10,2025-10-01,91.6,23958.3,0.32486457694742565,89.7,1.8999999999999915,1,0.32486457694742565,4.9040610138123535,3.222359296106016
2025,11,2025-11-01,90.5,23836.79,-0.5071728795448704,91.6,-1.0999999999999943,-1,0.5071728795448704,4.934004810066192,3.2009446348792245
2025,12,2025-12-01,89.7,24490.41,2.742063843327891,90.5,-0.7999999999999972,-1,-2.742063843327891,4.7712906097080285,3.3161372187904705
2026,1,2026-01-01,89.8,24538.81,0.1976283778017729,89.7,0.09999999999999432,1,0.1976283778017729,4.78269631771822,3.3246671307596642
2026,2,2026-02-01,90.4,25284.26,3.037840873294173,89.8,0.6000000000000085,1,3.037840873294173,4.958365430036341,3.4560436364918
2026,3,2026-03-01,85.9,22680.04,-10.299767523352465,90.4,-4.5,-1,10.299767523352465,5.572063217521885,2.9970815011940033
2026,4,2026-04-01,83.5,24292.38,7.10907035437327,85.9,-2.4000000000000057,-1,-7.10907035437327,5.104850619654367,3.2812368372355243
2026,5,2026-05-01,83.9,25104.7,3.343929248595656,83.5,0.4000000000000057,1,3.343929248595656,5.308992505108062,3.4243983680374948
2026,6,2026-06-01,84.1,24995.81,-0.433743482296145,83.9,0.19999999999998863,1,-0.433743482296145,5.281627661318604,3.405207828485315
